Province,Name,Amount
KWAZULU-NATAL,CHILD WELFARE SOUTH AFRICA: MARGATE,631385.0
WESTERN CAPE,NOBANTU EDUCARE CENTRE,169000.0
GAUTENG,IMPUMELELO DISABLED CENTRE,127000.0
LIMPOPO,TSHITABAROKA CRECHE  AND PRE SCHOOL,180000.0
WESTERN CAPE,WESTERN CAPE FORUM FOR INTERLECTUAL DISABILITY,494500.0
GAUTENG,ANGELS OF GOD CARE CENTRE,126500.0
GAUTENG,ENHLANHLENI DAY CARE AND PRE-SCHOOL,111500.0
GAUTENG,ZAMA-ZAMA DAY CARE,139500.0
FREE STATE,RATANANG LUNCHEON CLUB,141000.0
LIMPOPO,SHIKO CRECHE AND PRE SCHOOL,114800.0
LIMPOPO,MMANKOPANE  SERVICECENTRE FOR THE AGED,109000.0
LIMPOPO,ITIRELENG PRE SCHOOL,132814.0
FREE STATE,ITHUSENG CENTRE FOR DISABLED,330846.0
FREE STATE,TSEBO DAY CARE CENTRE,238117.0
FREE STATE,RATANANG CRECHE,122665.0
FREE STATE,PELONG EDU-CARE,268226.0
LIMPOPO,TSOGANG DROP IN CENTRE,133000.0
GAUTENG,TOGETHER DAY CARE,131000.0
FREE STATE,LESEDI LA MPHAMBO EDUCARE CENTRE,982217.0
LIMPOPO,TSWALEDI CRECHE AND PRE SCHOOL,146560.0
LIMPOPO,SEED OF HOPE HOME & COMMUNITY BASED CARE,147950.0
LIMPOPO,REYA THOPOTSA DAY CARE CENTRE AND SELFHELP BAKER PROJECT,136500.0
GAUTENG,A RE ITERELENG PRE SCHOOL & CRECHE,160397.0
NORTH WEST,RESTORING YOUTH DIGNITY,200560.0
GAUTENG,GOD BLESSING DAY CARE CENTRE,230500.0
NORTHERN CAPE,KUTLWANO CHILDCARE CENTRE,211552.0
LIMPOPO,MAGAKABJENG DAY CARE CENTRE,171500.0
EASTERN CAPE,"ELIAMKIM COMMUNITY BASED CLUSTER FOSTER HOME AND DEVELOPMENT
CENTRE",317770.0
LIMPOPO,LIVING HOPE CRECHE & DAY CARE,167433.0
GAUTENG,REAMOGETSE CAREGIVERS,186000.0
NORTHERN CAPE,TEHILLA SHABARCH UPINGTON,161954.0
NORTHERN CAPE,BUSY BEE EARLY CHILDHOOD DEVELOPMENT CENTRE,147700.0
WESTERN CAPE,MONWABISI EDUCARE CENTRE,320396.0
WESTERN CAPE,ELIXESHA EDUCARE CENTRE,278515.0
WESTERN CAPE,THINKING SCHOOLS SOUTH AFRICA,140000.0
NORTHERN CAPE,HOOLA-HOOP CRECH,209439.0
LIMPOPO,RIXILE DAY CARE CENTRE,118800.0
LIMPOPO,VUKOSI DAY CARE,93800.0
LIMPOPO,PFNEKANI DAY CARE CENTRE,93800.0
GAUTENG,MMABOLEPU CARE FOR THE AGED,232280.0
LIMPOPO,QAZA OLD AGE,118800.0
LIMPOPO,MATIYANI PFUKANI CARE CENTRE,98800.0
MPUMALANGA,TIYANG MATLA MORIRI MOSWEU,153000.0
LIMPOPO,LE RENA RE KA KGONA,227000.0
LIMPOPO,MALESELA PRE SCHOOL,144064.0
LIMPOPO,MOKEKEKE CRECHE AND PRE SCHOOL,138000.0
LIMPOPO,TSHEPONG CHILDREN'S PROJECT,130853.0
LIMPOPO,PHALADINGWE CRECHE AND PRE SCHOOL,130000.0
LIMPOPO,TSHWARANANG CRECHE,132000.0
LIMPOPO,HOUSE OF HOPE YOUTH SKILLS DEVELOPEMNT CENTRE,123965.0
MPUMALANGA,MTHOMBO DAY CARE CENTRE,147934.0
LIMPOPO,FHATALUSHAKA COMMUNITY EDUCARE,142000.0
GAUTENG,INTERCHANGE COMMUNITY FOUNDATION HUB,81600.0
MPUMALANGA,SIZIMISELE DISABLED PEOPLE,163000.0
LIMPOPO,SUCCESS CRECHE,159500.0
MPUMALANGA,SAKHASIVE HOME BASED CARE,112600.0
GAUTENG,KATLO DEVELOPMENT CENTRE,131000.0
MPUMALANGA,ENTOKOZWENI DROP-IN CENTRE,124000.0
MPUMALANGA,BOGOGO BATAWUPHUMELELA SOCIAL,111000.0
WESTERN CAPE,NOLUNGILE EDUCARE CENTRE,112000.0
GAUTENG,KHATHORUS COMMUNITY DEVELOPMENT PROJECT,137107.0
NORTHERN CAPE,SIVUYILE PRE SCHOOL AND DAY CARE CENTRE,896692.0
GAUTENG,JEHOVAH  JIRAH ORPHANGE CENTRE,208300.0
GAUTENG,NOSA  EARLY LEARNING CENTRE,136000.0
GAUTENG,PHELADI LITTLE FLOWERS,154100.0
GAUTENG,ANGELS HOME WORK & SYUDY CENTRE,139500.0
NORTH WEST,RESEMELETSE CENTER FOR THE ABUSED,151000.0
KWAZULU-NATAL,OLWAZINI CRECHE,224120.0
NORTH WEST,MISSIONARY CHO CRECHE,110800.0
KWAZULU-NATAL,EMATHENJWA COMMUNITY DEVELOPMENT ORGANISATION,121500.0
LIMPOPO,MPAMONYANE DAY CARE CENTRE,149040.0
FREE STATE,MMABANA DAY CARE CENTRE,159400.0
FREE STATE,KATLEHONG DAY CRECHE,154000.0
GAUTENG,EMILY JORDAN HOUSE - SPARROW WING,145000.0
FREE STATE,ITUMELENG CRECHE,151000.0
GAUTENG,SHADO'S DAY CARE,266000.0
MPUMALANGA,LATISHA CRECHE AND PRE SCHOOL,95000.0
MPUMALANGA,PHAKAMANIKUSILE DAY CARE CENTRE,126000.0
LIMPOPO,MANALA ITHUTENG CRECHE,176164.0
MPUMALANGA,SEDI SWISWING MPUDULLE BLIND BUREAU,139300.0
LIMPOPO,PEBETSECRECHE,160000.0
LIMPOPO,MASHITE PRE SCHOOL,176000.0
LIMPOPO,SUNSHINE CRECHE,155170.0
LIMPOPO,MASHITE CRECHE,183200.0
MPUMALANGA,TSAKTA-MPEPULE PRE SCHOOL,144200.0
MPUMALANGA,ST JOSEPH EDUCARE  CENTRE,140668.0
MPUMALANGA,EBENEZER DAY CARE,140727.0
MPUMALANGA,THOLULWAZI CRECHE AND PRE SCHOOL,114800.0
MPUMALANGA,AKANI DAY CARE CENTRE,131250.0
MPUMALANGA,MBONI DROP IN CENTRE,147250.0
GAUTENG,DONALD DUCK EARLY LEARNING DAY CARE CENTRE,150747.0
MPUMALANGA,MONTEDI PRE SCHOOL,142709.0
MPUMALANGA,THE JEWEL FONDATION,133000.0
GAUTENG,GOLDEN OLDIES CLUB,149500.0
KWAZULU-NATAL,SACRED HEART CHILDREN'S HOME,819524.0
LIMPOPO,LIVING GOSPEL CHRISTIAN CHURCH,131400.0
FREE STATE,GRAEME YOUNG DAY CARE CENTRE,137200.0
LIMPOPO,PHELA O PHEDISE  RAMOKGOPA DROP IN CENTRE,126500.0
MPUMALANGA,NAKEKELA HOME COMMUNITY BASE CARE,85400.0
GAUTENG,GOOD HOPE NURSERY AND PRE SCHOOL,138627.0
EASTERN CAPE,NOBANDLA EDUCARE CENTRE,357500.0
KWAZULU-NATAL,UBUNTU ABANDE,241100.0
LIMPOPO,MUCHIPISI EARLY LEARNING CENTRE,137000.0
KWAZULU-NATAL,INKOSINATHI CRECHE,207967.0
WESTERN CAPE,KRAAIFONTEIN FAITH HOPE & LOVE FOUNDATION,149798.0
KWAZULU-NATAL,MPUMELELO CRECHE,159200.0
MPUMALANGA,THEMABALETHU PRE SCHOOL,116660.0
LIMPOPO,MADONSI CRECHE,136000.0
LIMPOPO,PEBETSE A MONARE COMMUNITY CRECHE,126000.0
KWAZULU-NATAL,MBABANE CRECHE,214003.0
KWAZULU-NATAL,THUTHUKA CRECHE NAD PRE SCHOOL,158108.0
FREE STATE,YOUTH UNITE,113600.0
WESTERN CAPE,LEHLOGONOLO PRE -SCHOOL,113445.0
WESTERN CAPE,MATHABO EDUCARE,138000.0
WESTERN CAPE,LUYOLO PRE SCHOOL,116500.0
EASTERN CAPE,LOAVES AND FISHES NETWORK,352000.0
GAUTENG,VUKANI HOME BASED CARE SERVICES,139800.0
WESTERN CAPE,AGE IN ACTION WESTERN CAPE,72856.51
KWAZULU-NATAL,MASIBANAKEKELE DAY CARE CENTRE,162600.0
GAUTENG,BLACK CHILD ITS POSSIBLE,120692.0
LIMPOPO,MAITE PRE SCHOOL AND CRECHE,128700.0
LIMPOPO,MASHAKO DAY CARE CENTRE,134000.0
LIMPOPO,KGOKANE CRECHE,113600.0
LIMPOPO,RAPATLA PLACE OF CARE,149041.0
NORTH WEST,KGOTSO DAY CARE,229297.0
GAUTENG,"SAINT GILES ASSOCIATION FOR THE PHYSICALLY DISABLED OF TRANSVALL
AND ORANGE FREE",178000.0
NORTH WEST,THEBE YA BANA EARLY LEARNING CENTRE,400559.0
WESTERN CAPE,MULTI SECTORAL DEVELOPMENT ACCOMPLISHERS,115340.0
KWAZULU-NATAL,JABULISILE CRECHE & PRE SCHOOL,443794.0
KWAZULU-NATAL,SUKUMANDODA-MENAS AGENTS OF CHANGE,173700.0
GAUTENG,GOOD SHEPHERD - FATIMA HOUSE,101818.0
GAUTENG,KGOTLELELO PENSIONERS CLUB,132000.0
MPUMALANGA,SINOTHANDO HOME BASED CARE,144000.0
FREE STATE,THABONG SKILLS DEVELOPMENT CENTRE,124647.0
FREE STATE,KIDDIES CORNER CRECHE,120000.0
MPUMALANGA,THANDEKA COMMUNITY CRECHE,125500.0
MPUMALANGA,NHLAZATSHE EDUCARE CENTRE,143000.0
MPUMALANGA,NALEDI PRE SCHOOL,123000.0
MPUMALANGA,MASUNGULO DAY CARE,132038.0
KWAZULU-NATAL,SINIKA UTHANDO-LOVE FROM THE FATHERS HEART,149500.0
FREE STATE,EPILWENI DAY CARE,134600.0
EASTERN CAPE,KHANYISA EDUCARE CENTRE,177647.0
EASTERN CAPE,ROSE GARDEN DAY CARE CENTER,231195.0
EASTERN CAPE,SOPHAKAMA EDUCARE CENTRE,192260.0
FREE STATE,REBARATILE SOUP KITCHEN,130453.0
FREE STATE,ROUXVILLE SOUP KITCHEN,112400.0
EASTERN CAPE,MASONWABE DAY CARE CENTRE,211000.0
FREE STATE,TSHENOLO CHILD CARE,144000.0
EASTERN CAPE,NEW ERA DAY CARE CENTRE,148265.0
LIMPOPO,IKETLENG DROP IN CENTRE,125500.0
EASTERN CAPE,PORT ELIZABETH MENTAL HEALTH,292788.0
GAUTENG,CARE FOR NEEDY,87288.0
EASTERN CAPE,ZAMUKHANYO HOME COMMUNITY BASED CARE,185900.0
GAUTENG,KHANYISILE DAY CARE CENTRE FOR HIV CHILDREN AND HOME BASED CARE,156500.0
GAUTENG,LEGAE LA BANA HOME BASED CARE,300000.0
MPUMALANGA,ENTOKOZWENI HOME BASED CARE,138097.0
GAUTENG,KESENTSWE DAY CARE CENTRE,150000.0
LIMPOPO,NTLHAVENI HOME BASED CARE,137000.0
LIMPOPO,MADONSI DROP IN CENTRE,125500.0
GAUTENG,KAGISO LE KAGISO CRECHE,92394.0
LIMPOPO,REBOLOKEGILE DISABLED CARE CENTRE,139000.0
LIMPOPO,XINOVO COMMUNITY PROJECT,139800.0
NORTH WEST,MASISINGANGENI DAY CARE FOR THE ELDERLY,162397.0
NORTH WEST,TINY TOTS COMMUNITY E L C,246471.0
LIMPOPO,PHELA O PHEDISHE COMMUNITY DOT SUPPORTS,371500.0
KWAZULU-NATAL,SIBONOKUHLE CRECHE,146195.0
LIMPOPO,MBONYOLOSI COMMUNITY CRECHE,143500.0
LIMPOPO,SEDIBENG SA THUTO CRECHE,176500.0
LIMPOPO,MANGABANE PRE SCHOOL,160000.0
LIMPOPO,CENTRE OF HOPE DROP IN CENTRE,129000.0
FREE STATE,DIPELANG HIV.AIDS ORGANISATION,217924.0
FREE STATE,MMABANA DAY CARE,143500.0
LIMPOPO,NAPE  DAY CARE CENTRE,141500.0
LIMPOPO,EBENEZER MULTIPURPOSE INTEGRATED SOCIAL SERVICES CENTRE,118000.0
FREE STATE,THUSO IMDAD EARLY LEARNING CHILDHOOP DEVELOPMENT CENTRE,97098.0
LIMPOPO,MMAMOSEKI CRECHE,144000.0
LIMPOPO,REFIHLILE MELKRIVIER EDUCARE CENTRE,122000.0
LIMPOPO,MONGOBONG COMMUNITY CRECHE AND PRE SCHOOL,167400.0
LIMPOPO,J.R. MOCHEKO PRE- SCHOOL,139500.0
LIMPOPO,PHAPHAMA MZANSI FOUNDATION,136000.0
LIMPOPO,MAPHEFO DAY CARE CENTRE,146800.0
LIMPOPO,LEHLABILE CRECHE,144200.0
LIMPOPO,MOSA DROP IN CENTRE,149000.0
MPUMALANGA,KHANYALANGA PRE SCHOOL,157180.0
LIMPOPO,SAVF MARTHA HOFMEYR TEHUIS,450000.0
FREE STATE,RE YA KGATHALLA EDUCATION & YOUTH PRJECT,138519.0
MPUMALANGA,POTTER`S HOUSE FOR WOMEN,118490.0
MPUMALANGA,TRINITY DAY CARE CENTRE,108500.0
WESTERN CAPE,THE RACHEL SWART FUND,386000.0
MPUMALANGA,TEDDY BEAR CRECHE,136500.0
LIMPOPO,RANKALA J CRECHE,111000.0
FREE STATE,ITIRELENG ORGANISATION,78550.0
NORTH WEST,REYABOPA EARLY LEARNING CENTRE,276013.0
GAUTENG,THE BIG R FOUNDATION,133797.0
KWAZULU-NATAL,COMBINATION FOR WORD OF GOD CENTRE,146978.0
LIMPOPO,TSWAEDI CRECHE,154189.0
FREE STATE,MASAKHANE CHILD CARE CENTRE,142000.0
WESTERN CAPE,THE CAPE TOWN DRUG COUNSELLING CENTRE,451300.0
GAUTENG,SIYAFUNDA YOUTH CENTRE,83600.0
WESTERN CAPE,SAKHA LOKU PHANTSI GUGULETHU,141000.0
GAUTENG,THABONG PRE-PRIMARY SCHOOL,175000.0
LIMPOPO,ORGANISATION HANDS ON,116500.0
LIMPOPO,BOWEL OF MERCY COMMUNITY DEVELOPMENT & PROJECTS,116104.0
LIMPOPO,FETAKGOMO SUBSTANCE ABUSE PROGRAMME,129200.0
GAUTENG,THE SOUTH AFRICAN GUIDE DOGS ASSOCIATION FOR THE BLIND,202500.0
NORTHERN CAPE,RETSWELETSE PRE SCHOOL,340500.0
NORTHERN CAPE,ANDREW DENISE SERVICE CENTRE,458399.0
KWAZULU-NATAL,SENZOKUHLE CRECHE,140000.0
GAUTENG,LELETHU EARLY LEARNING CENTRE,122400.0
KWAZULU-NATAL,FUKULA NABANYE NPC,275254.0
GAUTENG,KATLEHONG CRECHE,262501.0
FREE STATE,KATLEGO DAY CARE CENTRE,148600.0
FREE STATE,LESEDI DAY CARE CENTRE,151300.0
FREE STATE,MOLEMO DISABLED DAY CARE CENTRE,137000.0
FREE STATE,SENTLHAGA SA BANA DAY CARE CENTRE,154388.0
FREE STATE,SIKHULULEKILE OLD AGE CLUB,150000.0
FREE STATE,SALVATION PRE SCHOOL,134000.0
LIMPOPO,MALOMANYE DROP IN CENTRE,150000.0
FREE STATE,TLAMANANG DEVELOPMENT PROJECT,154050.0
LIMPOPO,MMABATHO COMMUNITY CRECHE,106500.0
LIMPOPO,MAITHUTANTSHI PRE SCHOOL,140000.0
EASTERN CAPE,MORNING STAR DAY & AFTER CARE CENTRE,210000.0
FREE STATE,TSOTELLANG CRECHE,177535.0
WESTERN CAPE,UMTHOMBO FOUNDATION,143500.0
MPUMALANGA,MERRY PEBBLE STREAM  PRE SCHOOL,150900.0
LIMPOPO,HLAYISEKANI COMMUNITY CARE CENTRE,126000.0
LIMPOPO,MAUNGANI DROP-IN CENTRE,169600.0
LIMPOPO,MANINI DROP IN CENTRE,144700.0
KWAZULU-NATAL,IMBALENHLE CRECHE,139841.0
LIMPOPO,HLAGATSE HOME BASED CARE,104700.0
NORTH WEST,MOTHUTLONG NETWORK AGAINST DOMESTIC VIOLENNCE,804946.0
EASTERN CAPE,THANDILIZWI HOME COMMUNITY BASED CARE,345422.0
FREE STATE,LESEDI CHILD CARE,131598.0
FREE STATE,BONOKUHLE DAY CARE CENTRE,130000.0
GAUTENG,FUTURE OF THE AFRICAN DAUGHTER,300000.0
LIMPOPO,MODIOKWANE CARE CENTRE,159331.0
FREE STATE,THEMBANE CHILD CARE CENTRE,134000.0
LIMPOPO,PHULUSO PRE SCHOOL,131996.0
GAUTENG,MAGALAGALE DAY CARE,133000.0
LIMPOPO,NDIENE DAY CARE CENTRE,134922.0
FREE STATE,YARONA DAY CARE,164581.0
NORTH WEST,MMELEGI SETSEGO EARLY LEARNING CENTRE,165000.0
NORTH WEST,TIISETSANG PRE-SCHOOL AND CRECHE,287500.0
EASTERN CAPE,SINETHEMBA DAY CARE CENTRE,128256.0
MPUMALANGA,SENIAS ENGLISH MEDIUM PRE-SCHOOL,149000.0
LIMPOPO,PFUKANI EARLY LEARNING CENTRE,136000.0
FREE STATE,TSHEPISO DAY CARE,165000.0
MPUMALANGA,VUHLAYISEKI DISABLED CENTRE,110000.0
FREE STATE,KHANYA DAY CARE CENTRE,137200.0
FREE STATE,HOUSE OF HOPE COMMUNITY LIFE DEVELOPMENT PROGRAM,284800.0
GAUTENG,LITTLE SPARROW DAY CARE CENTRE,147630.0
MPUMALANGA,BUHLE BELUSHA YOUTH DEVELOMENT CENTRE,133920.0
LIMPOPO,MOSHIANE CRECHE,146400.0
LIMPOPO,MASANA CHILD CARE CENTRE,176360.0
LIMPOPO,HLAYISANI VICTIM EMPOWERMENT PROGRAMME,132000.0
FREE STATE,NANPOSE NPC,122000.0
MPUMALANGA,SENZOKUHLE DAY CARE,141000.0
NORTHERN CAPE,KGOMOTSEGO OLD AGE HOME,414700.0
NORTHERN CAPE,BERGSIG ONDERSTEUNINGS GROEP,178050.0
NORTHERN CAPE,KOBO YA BANA PRE-SCHOOL,213887.0
FREE STATE,LEHLASEDI EDUCARE CENTRE,161500.0
NORTHERN CAPE,GOITLAMELA ECD,387855.0
LIMPOPO,BAKENBERG HOME COMMUNITY BASED CARE,166000.0
LIMPOPO,BOTLOKWA PROTECTIVE WORKSHOP,358500.0
LIMPOPO,JIMMY JONES COMMUNITY CRECHE,102758.0
GAUTENG,HAPPY BABY NURSERY SCHOOL,137755.0
LIMPOPO,MATHATLE DAY CARE CENTRE,171000.0
GAUTENG,DOMESTIC WORKERS ADVOCACY FORUM,120000.0
GAUTENG,BOETUMELO E.C.D,132000.0
GAUTENG,FREDERIC PLACE HOME FOR THE AGED,235000.0
LIMPOPO,LWAMONDO GLOBAL COMPREHENSIVE HOME BASED CARE,129199.0
MPUMALANGA,NTOMBANA DAY CARE CENTRE,142000.0
NORTH WEST,REKAKGONA COMMUNITY CENTRE,129000.0
LIMPOPO,MOHLALETSE DISABLED GROUP,116400.0
NORTH WEST,RIVONINGO DAY CARE CENTRE,201300.0
EASTERN CAPE,MISSIONVALE CARE CENTRE,725000.0
GAUTENG,WATERVAL CHRISTELIKE SENTRUM,400000.0
WESTERN CAPE,MELCHIZIDEK KINGDOM MINISTRIES,143000.0
GAUTENG,LIDODA DUVHA DAY CARE,154000.0
FREE STATE,KGOTSO FRATERNAL,87112.0
FREE STATE,LEBOHANG DAY CARE,123850.0
FREE STATE,NALEDI EDU-CARE,131250.61
NORTH WEST,BULA DISABILITY CENTRE,417332.0
FREE STATE,GABAITUMELE DAY CARE CENTRE,149597.0
KWAZULU-NATAL,ASHDOWN ZINHLE CRECHE,367496.0
KWAZULU-NATAL,EVUTHA CRECHE & PRE SCHOOL,303116.0
KWAZULU-NATAL,SIYABONGA THEMBANI CRECHE,129500.0
GAUTENG,ETSHEPENG DAY CARE PRE SCHOOL,147500.0
GAUTENG,PETUNIA MOON NURSERY AND PR PRIMARY,155000.0
LIMPOPO,GOVHU CRECHE,140000.0
GAUTENG,YOUTH MANAGERS FOUNDATION,200000.0
NORTHERN CAPE,MATHANTHANYANENG PRE SCHOOL,216626.0
FREE STATE,LETH OKUHLE DAY CARE CENTER,163147.0
FREE STATE,KOPANO KE MATLA EDUCARE CENTRE,140767.0
FREE STATE,FATIMA EDUCARE CENTRE,176176.45
GAUTENG,ST PETER CLAVER DAY CARE,132000.0
LIMPOPO,BOPHELO BJA BATHO HOME BASED AND COMMUNITY HEALTH CARE,128980.0
GAUTENG,SPIRIT OF HOPE SOUTH AFRICA,116000.0
FREE STATE,BOKAMOSO ORPHANS AND VULNERABLE CHILDREN,128100.0
FREE STATE,DINCEBE COMMUNITY BASED CARE,118073.0
KWAZULU-NATAL,CHILD WELFARE KOKSTAD,370000.0
LIMPOPO,LONDOTANANI DROP IN CENTRE,149849.0
LIMPOPO,MATSAKALI VUYELO DAYCARE CENTRE,141924.0
LIMPOPO,BOHLALEPELE DAY CARE CENTRE,144213.0
NORTH WEST,TLHOKOMELO COMMUNITY FOUNDATION,70400.0
GAUTENG,EYETHU CRECHE AND PRE-SCHOOL (E.C.P),117500.0
FREE STATE,YOUTH DIALOGUE CENTRE,112000.0
GAUTENG,THE KRUGERSDORP COUNCIL FOR THE CARE OF THE AGED,318112.0
WESTERN CAPE,LIQAQAMBILE EDUCARE CENTRE,130000.0
FREE STATE,MOVING FORWARD YOUTH CLUB,111000.0
GAUTENG,STUDIES IN POVERTY INEQUALITY INSTITUTE,220000.0
WESTERN CAPE,MITCHELL'S PLAIN EDUCATION FORUM,292000.0
WESTERN CAPE,EDUNOVA NPC,306148.0
MPUMALANGA,SIBONELO DAY CARE CENTRE,155108.0
FREE STATE,LETSATSING LUNCHEON CLUB,140842.0
MPUMALANGA,SENZOKUHLE MULTIPURPOSE CENTER,126428.0
NORTHERN CAPE,HOPE LIFE KITCHEN,120000.0
NORTHERN CAPE,GRASSROOTS HOPE IN SOUTH AFRICA,144000.0
LIMPOPO,MOWELA RETHABILE CRECHE,159343.0
MPUMALANGA,THOLULWAZI DAY CARE CENTRE,131000.0
LIMPOPO,HWAFENG DROP IN CENTRE,165242.0
FREE STATE,EMMANUEL DAY CARE,136699.0
FREE STATE,BOKAMOSO EDU CARE,138000.0
FREE STATE,BOKANG DAY CARE,146800.0
LIMPOPO,MAFANELE DAY CARE CENTRE,138448.0
LIMPOPO,DUMAZI DISABILITY CENTRE,146898.0
LIMPOPO,HLAYISEKANI OLD AGE DEVELOPEMNT CENTRE,98100.0
FREE STATE,KEOAGILE DAY CARE,154397.0
FREE STATE,REFENTSE EARLY CHILDHOOD DEVELOPMENT,156800.0
LIMPOPO,MPHAHLELE CRECHE,129000.0
GAUTENG,KOPANG BOGODI SERVICE CENTRE,167000.0
KWAZULU-NATAL,UMUSA KAJEHOVA COMMUNITY BASED CARE,135000.0
GAUTENG,DANIEL COMBONI DAY AND NIGHT CARE CENTRE,155500.0
KWAZULU-NATAL,THOLULWAZI CRECHE,173272.0
LIMPOPO,SHILUVA DAY CARE CENTRE,160000.0
NORTH WEST,LESEDI HOME BASED CARE,148200.0
GAUTENG,KENEILWE DAY CARE AND PRE-SCHOOL,167000.0
FREE STATE,THUSANANG  BASOTHO CRECHE,134000.0
GAUTENG,THOKOZA PROGRESSIVE YOUTH,300000.0
NORTH WEST,REAITUMELA G.S PHOI SERVICE CLUB,279233.0
KWAZULU-NATAL,SIKHULANGOLWAZI CRECHE,148100.0
WESTERN CAPE,ST JOHNS NEW SPIRITUAL HEALING CHURCH DEVELOPMENT,125000.0
NORTH WEST,NEO PRE-SCHOOL,66647.0
FREE STATE,LIDIA TE HUIS BEJAARDESORGVERENIGING,870169.0
GAUTENG,ALL IN ONE DISABLED ASSOCIATION,128000.0
FREE STATE,BAITSHEPETSENG COMMUNITY DEVELOPMENT CENTRE,151430.0
FREE STATE,FADIMEHANG SOUP KICHEN,146430.0
FREE STATE,THUTO KE LESEDI DAY CARE CENTRE,145500.0
EASTERN CAPE,KEIR LETHEMBA FOUNDATION,84461.0
FREE STATE,REFILWE DAY CARE CENTRE,148000.0
FREE STATE,TSHIRELETSO DAY CARE CENTRE,151500.0
FREE STATE,LAPENG BABY CARE & CRECHE,153515.0
LIMPOPO,KOKONA DROP IN CENTRE,141500.0
NORTH WEST,BANNA BUANG NORTH WEST,110662.0
LIMPOPO,GIVING IS DIVINE NETWORK NPC,92000.0
GAUTENG,SUNRISE ANGELS DAY CARE CENTRE & PRE-SCHOOL,117480.0
LIMPOPO,BAKGALAKA DROP IN CENTRE,150000.0
LIMPOPO,TIYISELANI MAGEVA EARLY LEARNING CENTRE,123000.0
GAUTENG,COOL KIDS DAY CARE CENTRE,127000.0
KWAZULU-NATAL,DURBAN CHILD AND YOUTH CARE CENTRE,400000.0
LIMPOPO,PHULUSO COMMUNITY DEVELOPMENT AND PROJECTS,146400.0
FREE STATE,OARABILE DISABLED CENTRE,104094.0
LIMPOPO,MBATLO HOME BASED CARE,164000.0
GAUTENG,RUDO HOME BASED CARE,133000.0
KWAZULU-NATAL,SIYAPHAMBILI ABET CENTRE,137248.0
FREE STATE,ELUTHANDO DAY CARE CENTRE,216411.0
FREE STATE,HOLA LE RONA INTERGRATED EDUCARE CENTRE,152012.0
GAUTENG,LIGHT STUDY DAY CARE CENTRE,131500.0
KWAZULU-NATAL,ULUNTHANDO CRISIS CENTRE,146500.0
KWAZULU-NATAL,MAWELA COMMUNITY DEVELOPMENT,147900.0
MPUMALANGA,THANDANANI CRECHE NO:1,170696.0
FREE STATE,SOCIETY FOR THE BLIND FREE STATE,100500.0
FREE STATE,VRYSTAAT-VERSORGING IN AKSIE: ZASTRON,558000.0
FREE STATE,LERATO DAY CARE CENTRE,155585.0
KWAZULU-NATAL,WELANI CRECHE,147000.0
MPUMALANGA,VERSAILLES COMMUNITY CRECHE,162917.0
FREE STATE,TLOTLOSI CRECHE,149697.0
NORTH WEST,TSHWARAGANANG DISABLED DAY CARE CENTRE,428349.0
WESTERN CAPE,ACVV -FRANSCHOEK,863000.0
WESTERN CAPE,LULUTHO LWESIZWE CHILDREN AND YOUTH DEVELOPMENT,96200.0
WESTERN CAPE,CERES TUISTE,234445.0
GAUTENG,ARISE AND SHIME COMMUNITY DEVELOPMENT PROJECTS,186876.0
KWAZULU-NATAL,BUHLE BEMFUDO CRECHE,167269.0
GAUTENG,SETSHABELONG DAY CARE,160000.0
EASTERN CAPE,MASIZOLE DAY CARE CENTRE,134037.0
KWAZULU-NATAL,IKUSASALESIZWE CRECHE AND PRE SCHOOL & ADULT CENTRE,190000.0
FREE STATE,EBENEZER EDUCARE CENTRE,148000.0
KWAZULU-NATAL,THULELENI CRIME AND SUBSTANCE ABUSE AWERENESS,136815.0
KWAZULU-NATAL,KHULAKAHLE CRECHE,165351.0
NORTH WEST,PUPPET'S PLAY PEN DAY CARE CENTRE,226319.0
MPUMALANGA,MMABABA DAY CARE CENTRE,142000.0
KWAZULU-NATAL,KHULANATHI CRECHE,170100.0
WESTERN CAPE,VICTORIA MXENGE EDUCARE CENTRE,110500.0
KWAZULU-NATAL,SIYAKWAMUKELA  HBC HIV/AIDS,298800.0
GAUTENG,NKULISA DAY CARE,129000.0
LIMPOPO,MATHULE ELDERLY CARE CENTRE,122300.0
GAUTENG,ENLIGHTENED FEEDING SCHEME & DAY CARE CENTRE,123600.0
WESTERN CAPE,TSHWARO AND GIFT CENTRE NPC,136078.0
KWAZULU-NATAL,FUTURELIFE FOUNDATION TRUST,120000.0
WESTERN CAPE,BLOMPARK IKAMVA JEUGONTWIKKELING EN REKENAARSENTRUM,236500.0
FREE STATE,PHUTHANANG MA AFRICA COMMUNITY BASED ORGANISATION,129000.0
FREE STATE,NKGODISENG BABIES DAY CARE,144000.0
WESTERN CAPE,NEW HERITAGE FOUNDATION,129369.0
FREE STATE,MATSEPO CHILD CARE CRECHE,134000.0
FREE STATE,THUSANO EDUCARE CENTRE,134500.0
WESTERN CAPE,SABELA LEADERSHIP AND DEVELOPMENT INITIATIVE,103500.0
WESTERN CAPE,WITZENBERG ASSOCIATION FOR PERSON WITH DISABILITIES,326306.0
WESTERN CAPE,DRAKENSTEIN PALLATIVE HOSPICE,151000.0
NORTH WEST,VUMA DAY CARE CENTRE,271677.0
