Province,Name,Amount
FREE STATE,SILWERBRON SENTRUM VIR BEJAARDES WESSELSBRON,496650.0
NORTHERN CAPE,Baphidise Youth AMBASSADORS NPO,320000.0
FREE STATE,AMOHELANG DAY CARE,310598.0
NORTHERN CAPE,The Ark of the Lord Ministry in Kimberley,177400.0
NORTHERN CAPE,Reneilwe Day Care Centre,224380.0
MPUMALANGA,Pikinini Day-Care Centre,343874.0
NORTH WEST,THUSANANG,145000.0
FREE STATE,Thandi Creche,168500.0
NORTHERN CAPE,Mosiapoa Day Care Centre,310724.0
FREE STATE,IKETSETSENG  PRE SCHOOL,578372.0
NORTHERN CAPE,Oagile Pre-School,218400.0
NORTHERN CAPE,Pniel Soup Kitchen,437941.0
NORTH WEST,LETS GO CRECHE AND DAY CARE CENTRE,223017.0
NORTH WEST,Tlhokomelo Home Based Care,253000.0
NORTH WEST,Kgosi-Dintsi Early Learning,256378.0
FREE STATE,Ntsokolo Day Care,212150.0
FREE STATE,Karabelo Day And After Care,393296.0
NORTHERN CAPE,KWIKSTERTJIE SPEELGROUP,600300.0
NORTHERN CAPE,Little Paradise Care Centre,433750.0
NORTHERN CAPE,Centre For Socio Economic Development,139200.0
NORTH WEST,IPOPENG  EARLY  LEARNING  CENTRE,388902.0
FREE STATE,Siziphethe Creche For Orphans and Vulnerable Children,175642.0
NORTHERN CAPE,Loopeng Community Based Organisation,268968.0
NORTHERN CAPE,BOITUMELONG FEEDNG SCHEME,173000.0
NORTH WEST,Kabalano Early Learning Centre,224450.0
FREE STATE,Boitumelo Day Care Centre,266785.0
MPUMALANGA,Active Pre Creche,479343.0
MPUMALANGA,Re Aratana Disable Centre,147800.0
NORTH WEST,Mmathari Early Learning,323934.0
NORTH WEST,BOKAMOSO EARLY CHILDHOOD DEVELOPMENT,348011.0
NORTH WEST,Reagola Day Care Centre,213180.0
NORTHERN CAPE,BROADER DELPPORTSHOOP COMMUNITY DEVELOPMENT CENTRE,171000.0
NORTH WEST,TEBOGO DAY CARE CENTRE,580942.0
NORTH WEST,Thuso ya Batho Project,172482.0
NORTHERN CAPE,TSANTSABANE ALCOHOL AND DRUG SERVICES,370000.0
NORTH WEST,Thabang Day Care Centre,166000.0
NORTH WEST,Nada Lutheran Early Learning Centre,305306.0
NORTH WEST,LESEDI GO BOTLHE E.L.C.,202823.0
NORTH WEST,GALEITSEWE E.L.C,226800.0
NORTHERN CAPE,Katlego NGO,140200.0
NORTHERN CAPE,HOPE FOR HEALTHY LIFE,219000.0
NORTHERN CAPE,Legae La Bana,79900.0
NORTH WEST,Lerona Early Childhood Development Centre,181500.0
NORTH WEST,Mothusi Early Learning Centre,174292.0
NORTH WEST,Moralo Early Learning Centre,174396.0
NORTH WEST,Kgodiso Early Learning Centre,364301.0
NORTH WEST,28 Great Expectations Day Care Centre,271994.0
NORTHERN CAPE,Amogelang Soup Kitchen,142568.0
NORTH WEST,Ke Tla Leka E.L.C.,333750.0
NORTH WEST,THOTENG EARLY LEARNING CENTRE,450501.0
NORTH WEST,MAITHEKO DAY CARE CENTRE,287547.0
NORTHERN CAPE,AVCAMP HOME,607460.0
NORTH WEST,MODIMONG CRECHE,236810.0
NORTH WEST,Ke Nako Pre School,187628.0
NORTH WEST,IPELEGENG COMMUNITY  CRECHE,277500.0
NORTH WEST,EMA O DIRE SERVICE CLUB,500000.0
NORTH WEST,KGORA COM  SOUP KITCHEN,462500.0
NORTH WEST,Kgosi Motswedi Early Learning Centre,257968.0
NORTH WEST,EASY LEARNERS DAY CARE CENTER,237435.0
NORTH WEST,GAMOSEA EARLY LEARNING CENTER,379737.0
NORTH WEST,Thembekani Home Based Care,238400.0
NORTH WEST,"WOLMARANSSTAD HOME FOR THE AGED /WOLMARANSSTAD TE HUIS VER
BEJAARDES",1004324.0
NORTH WEST,GAETSALWE EARLY LEANING CENTER,381433.0
NORTH WEST,MODIKELETODDLERS  DAY CARE CENTRE,165000.0
NORTH WEST,REITSUPILE  EARLY LEARNING  CENTRE,266873.0
NORTHERN CAPE,Hebron Faith Centre International,243800.0
NORTH WEST,MAITEKO EARLY LEARNING CENTRE,344219.0
NORTH WEST,MAITEKO EARLY LEARNING CENTRE,302023.0
NORTH WEST,MERCY KIDS CORNER,385424.0
NORTH WEST,PROSPERITY NURSERY  AND  PRE SCHOOL,619387.0
NORTH WEST,KGALAKA DROP IN CENTRE,162040.0
NORTH WEST,Koster Home for the Aged /Koster Tuiste vir Bejaardes,850593.0
NORTHERN CAPE,BADISA,2000000.0
NORTHERN CAPE,GALESHEWE ASSOCIATION FOR THE CARE OF THE AGED AND DISABLED,2000000.0
NORTHERN CAPE,NAMAKWA ONTWIKKELING  NAMKO,470500.0
NORTH WEST,GALEREKWE EARLY LEARNING CENTRE,177700.0
NORTH WEST,DIKETO EARLY LEARNING  CENTRE,334280.0
NORTH WEST,Good Shepherd Day Care And Orphanage,422200.0
NORTH WEST,Botho-Botsile E.L.C-,227520.0
NORTHERN CAPE,Melomen Hospice,480000.0
NORTH WEST,Bopang Day Care Centre-,325000.0
EASTERN CAPE,SNEEUWITJIE EARLY CHILDHOOD DEVELOPMENT CENTRE,600000.0
LIMPOPO,NHLUVUKO CHILD CARE CENTRE,699390.0
LIMPOPO,RATAU PRIMARY SCHOOL,679027.0
LIMPOPO,NKOTA SECONDARY SCHOOL,679027.0
GAUTENG,RI A WINA ASSOCIATION,423000.0
WESTERN CAPE,MELLON HOUSING INITIATIVE NPC,2649000.0
EASTERN CAPE,ZWELIWELILE SENIOR SEC SCHOOL,500000.0
GAUTENG,GRACA MACHEL TRUST,550000.0
GAUTENG,THE SOUTH AFRICAN ACTIVE CIVIL SOCIETY ORGANISATIONS,2152535.0
EASTERN CAPE,QOQODALA J.S.S,847037.0
GAUTENG,PREPARATION FOR READINESS,484722.0
GAUTENG,LEADERS WHO DARE TO DREAM,878000.0
GAUTENG,MORAL REGENERATION MOVEMENT,634000.0
GAUTENG,SERAME FOUNDATION NPC,330000.0
LIMPOPO,SEIPONE SECONDARY SCHOOL,679028.0
GAUTENG,NATIONAL COUNCIL OF SPCA'S,2607128.0
KWAZULU-NATAL,KWELIFUTHI PRIMARY SCHOOL,120485.0
LIMPOPO,THABANATSHWANA PRIMARY SCHOOL,626004.16
LIMPOPO,MOLAKA PRIMARY SCHOOL,626004.16
WESTERN CAPE,THE NEW SOCIAL PROJECT,2000000.0
WESTERN CAPE,WEPRU RUGBY AND LEADERSHIP INSTITUTE,462600.0
KWAZULU-NATAL,NKWAMBAZI PRIMARY SCHOOL,4000000.0
GAUTENG,TODI MEDIA DEVELOPMENT FOUNDATION,1500000.0
NORTHERN CAPE,SOMSKYN INTERMEDIATE SCHOOL,5000000.0
GAUTENG,KANYEZI DEVELOPMENT NPC,2000000.0
EASTERN CAPE,MSHANDUKANI FOUNDATION,4000000.0
GAUTENG,BULELANINATHI FOUNDATION,2000000.0
LIMPOPO,TSHIMBUPFE DROP IN CENTRE,4000000.0
NORTHERN CAPE,SUNDOWNS SPURS F.C,150000.0
NORTH WEST,KGOKE LESABE SECONDARY SCHOOL,50000.0
NORTH WEST,RATLOU PRIMARY SCHOOL,50000.0
KWAZULU-NATAL,UNYAZI PRIMARY SCHOOL,50000.0
KWAZULU-NATAL,DURBAN ROWING CLUB,150000.0
KWAZULU-NATAL,SPORTS AGAINST CRIME AND HIV/AIDS,54280.0
KWAZULU-NATAL,F.C. MAKHOSINI,183961.0
NORTHERN CAPE,ABRINA 3641,5000000.0
GAUTENG,NUNNOVATION AFRICA FOUNDATION,4100000.0
LIMPOPO,ELIAS MASANGO PRIMARY SCHOOL,282194.0
GAUTENG,MY AFRICAN WORLD FOUNDATION,300000.0
LIMPOPO,SOMAKATA PRIMARY SCHOOL,299900.0
GAUTENG,WHEELCHAIR TENNIS SOUTH AFRICA,1500000.0
LIMPOPO,MOKGWANENG PRIMARY SCHOOL,293868.0
LIMPOPO,MANGWEDI PRIMARY SCHOOL,300000.0
FREE STATE,SASOLBURG SWIMMING CLUB,200000.0
LIMPOPO,MPHAKATI PRIMARY SCHOOL,300102.0
FREE STATE,MOKAE  P/S,300000.0
MPUMALANGA,PHAMBANISA PRIMARY SCHOOL,300002.4
FREE STATE,DIPHETOHO SECONDARY SCHOOL,300000.0
LIMPOPO,LIMPOPO BOXING ORGANISATION,500000.0
LIMPOPO,MALOKE PRIMARY SCHOOL,300000.0
LIMPOPO,MASELESELENG PRIMARY SCHOOL,300000.0
LIMPOPO,MOEPADIRA SECONDARY SCHOOL,300000.0
LIMPOPO,PHAFANE SECONDARY SCHOOL,300000.0
LIMPOPO,TSHIKOVHANI PRIMARY SCHOOL,300000.0
LIMPOPO,LUKAU PRIMARY SCHOOL,299950.0
LIMPOPO,MADALA JUNIOR PRIMARY SCHOOL,299950.0
LIMPOPO,MASEDI SECONDARY SCHOOL,300000.0
LIMPOPO,PHUTI SEOPA SECONDARY SCHOOL,300000.0
LIMPOPO,MALAKENG SEROTELA PRIMARY SCHOOL,303600.0
LIMPOPO,MODIPADI PRIMARY SCHOOL,300000.0
LIMPOPO,KGOBISE PRIMARY SCHOOL,300000.0
LIMPOPO,TSHAPASHA PRIMARY SCHOOL,300000.0
LIMPOPO,THONONDA PRIMARY SCHOOL,300100.0
LIMPOPO,TSHIPANGE PRIMARY SCHOOL,299100.0
LIMPOPO,RAPITSI PRIMARY SCHOOL,299100.0
LIMPOPO,MAGOBANYE HIGH SCHOOL,300000.0
LIMPOPO,KARABI SENIOR SECONDARY SCHOOL,300000.0
LIMPOPO,PHOFFU PRIMARY SCHOOL,300000.0
LIMPOPO,KOKAMI PRIMARY SCHOOL,300000.0
LIMPOPO,MOGOSHI PRIMARY SCHOOL,300000.0
LIMPOPO,PHEHLE PRIMARY SCHOOL,300000.0
LIMPOPO,SELAMODI SECONDARY SCHOOL,300000.0
GAUTENG,"THE GOLDEN DRIFTERS EDUCATION DEVELOPMENT FOUNDATION AND
SPORTS DEVELOPMENT ACADEMY",48300.0
LIMPOPO,MUDABULA PRIMARY SCHOOL,300000.0
LIMPOPO,MAGONA PRIMARY SCHOOL,300000.0
LIMPOPO,BAFANA FOOTBALL CLUB,155174.0
MPUMALANGA,BALONDOLOZI SPORTS AND RECREATION CLUB,50110.0
FREE STATE,BATHAUNG VILLAGE DIAMOND ATHLETICS CLUB,197499.0
WESTERN CAPE,PLAY SPORT4LIFE NPC,52369.0
LIMPOPO,HAND OF HANDS,50000.0
GAUTENG,FOOTBALL WITHOUT BORDERS,50000.0
EASTERN CAPE,GELVAN PARK PRIMARY SCHOOL,300000.0
LIMPOPO,MAKHOMA AMATEUR BOXING CLUB,199440.0
EASTERN CAPE,NGCUNGENI JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,CWEBE JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,CAMSHE JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,ST JOSEPH'S PRIMARY SCHOOL,300000.0
LIMPOPO,LIMPOPO ROYAL FOOTBALL CLUB,50000.0
WESTERN CAPE,YOUTH SPORT ORGANISATION,200000.0
LIMPOPO,RABALI PRIMARY SCHOOL,300000.0
LIMPOPO,DZUMBULUWANI PRIMARY SCHOOL,300000.0
LIMPOPO,TSHIKUWI PRIMARY SCHOOL,300000.0
LIMPOPO,MANAVHELA PRIMARY SCHOOL,299680.0
EASTERN CAPE,JADEZWENI PRIMARY SCHOOL,300000.0
NORTH WEST,MOREMOGOLO C.A.S.E,50000.0
EASTERN CAPE,NTSIKAYEZWE MULTIPURPOSE NPC,304700.0
LIMPOPO,DJUNANE PRIMARY SCHOOL,299955.0
LIMPOPO,MAKGETHA SECONDARY SCHOOL,300000.0
EASTERN CAPE,SEZELA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,NONYAMEKO PRIMARY SCHOOL,300000.0
MPUMALANGA,MAGEWU PRIMARY SCHOOL,300000.0
LIMPOPO,MMABADA JUNIOR PRIMARY SCHOOL,296530.0
LIMPOPO,MUGIDANE PRIMARY SCHOOL,299680.0
LIMPOPO,RALEKWALANA SECONDARY SCHOOL,300000.0
MPUMALANGA,PHIVA PRIMARY SCHOOL,251300.0
EASTERN CAPE,TANDIZULU JUNIOR SECONDARY SCHOOL,294600.0
LIMPOPO,MMBEREGENI PRIMARY SCHOOL,299680.0
EASTERN CAPE,JONGIKHAYA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,NTABEZWE JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,DILIZA JUNIOR SECONDARY SCHOOL,300000.0
LIMPOPO,LEHWELERE PRIMARY SCHOOL,299096.0
LIMPOPO,FRANCE SOMBHANI HIGH SCHOOL,299969.0
EASTERN CAPE,MANCHESTER UNITED FOOTBALL CLUB(ABANQOBI),79959.4
EASTERN CAPE,ZWELINZIMA JUNIOR SECONDARY SCHOOL,300000.0
NORTH WEST,SJAMBOK PRIMARY SCHOOL,300000.0
EASTERN CAPE,MPETSA'S JUNIOR SECONDARY SCHOOL,300000.0
FREE STATE,ROYAL STARS FOOTBALL CLUB,195722.0
FREE STATE,SEKGWENG IF/S,294743.68
LIMPOPO,MADODONGA PRIMARY SCHOOL,299680.0
LIMPOPO,MULENZHE PRIMARY SCHOOL,300000.0
LIMPOPO,TSHIKHOVHOKHOVHO PRIMARY SCHOOL,300000.0
LIMPOPO,TSHIFULANANI PRIMARY SCHOOL,300000.0
LIMPOPO,NGWANALLELA HIGH SCHOOL,300000.0
LIMPOPO,DIBENG PRIMARY SCHOOL,300000.0
LIMPOPO,PUDUTJE PRIMARY SCHOOL,300000.0
LIMPOPO,PHINIMINI PRIMARY SCHOOL,299950.0
LIMPOPO,NGAKANA HIGH SCHOOL,300000.0
LIMPOPO,MAPALEDI PRIMARY SCHOOL,300000.0
FREE STATE,SEKOKO P/I,300000.0
MPUMALANGA,ZIKODZE SECONDARY SCHOOL,298608.6
LIMPOPO,MOISELE PRIMARY SCHOOL,300524.0
EASTERN CAPE,SAFA ALFRED NZO REGION,410660.0
EASTERN CAPE,TEMBENI SENIOR PRIMARY SCHOOL,300469.0
MPUMALANGA,ETIMBONDVWENI PRIMARY SCHOOL,251300.0
MPUMALANGA,LUNGISANI SECONDARY SCHOOL,300000.0
LIMPOPO,LEBOWAGANYANE PRIMARY SCHOOL,300000.0
LIMPOPO,SEKGOPO PRIMARY SCHOOL,46850.0
LIMPOPO,MALOLOANE PRIMARY SCHOOL,300000.0
FREE STATE,ACE MILAN FOOTBALL CLUB,97705.0
EASTERN CAPE,QOBO QOBO JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,BAY CITY SOCCER SCHOOL,50000.0
EASTERN CAPE,PANGISA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,MCELU  JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,KWAKOMANI COMPREHENSIVE SCHOOL,300000.0
EASTERN CAPE,NOKATANA PRIMARY SCHOOL,300000.0
EASTERN CAPE,MAZIBUKO SENIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,EVERGREEN SPORT CLUB (CRADOCK),148507.05
EASTERN CAPE,HLOKOMILE SENIOR PRIMARY SCHOOL,300000.0
LIMPOPO,MOCHEKO PRIMARY SCHOOL,299935.0
GAUTENG,LAEZONIA PRIMARY SCHOOL,299550.0
KWAZULU-NATAL,PROSPECT FARM PRIMARY SCHOOL,289000.0
LIMPOPO,SHIRLEY PRIMARY SCHOOL,298700.0
NORTH WEST,SKULL CUP TOURNAMENT,49815.0
LIMPOPO,PHOMOLONG SENIOR SECONDARY SCHOOL,299420.0
NORTH WEST,BRAY INTERMIDIATE SCHOOL,254207.99
NORTH WEST,PUDIMOE RED HAWKS FC,54652.0
LIMPOPO,MOSHUPSA HIGHER PRIMARY SCHOOL,300000.0
LIMPOPO,RALUTHAGA SENIOR PRIMARY SCHOOL,250000.0
GAUTENG,SINOVILLE TENNISKLUB,201120.0
MPUMALANGA,GROOTDRAAIDAM PRIMARY SCHOOL,300000.0
LIMPOPO,SHAPO COMBINED SCHOOL,300000.0
FREE STATE,FREE STATE SPORT ASSOCIATION FOR THE PHYSICALLY DISABLED,2499820.0
KWAZULU-NATAL,EMAFUSINI SENIOR PRIMARY SCHOOL,281998.32
EASTERN CAPE,LOWER NGQWARA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,NELSON SIGCAU JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,RUFANE DONKIN PRIMARY SCHOOL,300000.0
EASTERN CAPE,SANCTOR HIGH SCHOOL,300000.0
EASTERN CAPE,NORATSHAZA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,BUCKLEY FINIZA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,VININDWA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,NO HOLLAND JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,GXARA JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,ST PETERS JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,ATHLETIC FOOTBALL CLUB KOMANI STARS,199934.0
GAUTENG,MOHALADITOE SECONDARY SCHOOL,299728.0
EASTERN CAPE,MPENDULO PUBLIC PRIMARY SCHOOL,300000.0
LIMPOPO,DITHEBELE SECONDARY SCHOOL,300000.0
LIMPOPO,LETHEBA HIGH SCHOOL,300000.0
LIMPOPO,RASEMA SECONDARY SCHOOL,300000.0
LIMPOPO,MOCHEDI HIGH SCHOOL,300000.0
LIMPOPO,NKGOPOLENG BAKONE SECONDARY SCHOOL,300000.0
LIMPOPO,BOTLOKWA SPECIAL SCHOOL,300000.0
LIMPOPO,SEPHALA PRIMARY SCHOOL,300000.0
EASTERN CAPE,TYALI SENIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,RED LIONS RUGBY CLUB,140512.97
EASTERN CAPE,HILLSIDE SENIOR SECONDARY SCHOOL,300000.0
LIMPOPO,KAREL NGIGIDENI PRIMARY SCHOOL,300000.0
LIMPOPO,RAPHO KICKERS FOOTBALL CLUB,176960.0
EASTERN CAPE,VALINGOZI JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,MKETENGENI JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,GWEBINKUMBI JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,MGWILI SENIOR PRIMARY SCHOOL,300000.0
EASTERN CAPE,MAMPONDO JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,STEPHEN NKOMO PRIMARY SCHOOL,300000.0
WESTERN CAPE,KWAITOS FOOTBALL CLUB,195534.52
MPUMALANGA,CRAIGIEBURN PRIMARY SCHOOL,290378.0
NORTH WEST,MATLAMETLO PRIMARY SCHOOL,300000.0
GAUTENG,DEAF SPORT SOUTH AFRICA,50829.0
GAUTENG,EASTERN CRICKET,1360000.0
MPUMALANGA,D.G MASHEGO PRIMARY SCHOOL,262850.0
NORTH WEST,THUTO BOTSHELO PRIMARY SCHOOL,300000.0
NORTH WEST,MOTSWEDI FOOTBALL CLUB,132000.0
EASTERN CAPE,COLANA SENIOR PRIMARY SCHOOL,300000.0
EASTERN CAPE,ZWELIXOLILE SENIOR PRIMARY SCHOOL,299715.0
EASTERN CAPE,DE HOOP SENIOR PRIMARY SCHOOL,299715.0
EASTERN CAPE,WESTVILLE SECONDARY SCHOOL,300000.0
EASTERN CAPE,WALTER CINGO SENIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,YOUNG ACES FOOTBALL CLUB,133870.2
EASTERN CAPE,MRWAQA JUNIOR SECONDARY SCHOOL,288000.0
FREE STATE,BOIKUTLO PUBLIC SCHOOL,293057.71
LIMPOPO,B.R. MATLAILA PRIMARY SCHOOL,302700.0
LIMPOPO,MODISHA PRIMARY SCHOOL,300000.0
NORTH WEST,DOOKA PRIMARY SCHOOL,300000.0
MPUMALANGA,ZIVUSENI PRIMARY SCHOOL,247376.64
WESTERN CAPE,ZEEKOE VLEI YACHT CLUB,150000.0
MPUMALANGA,HOMUZEYA PRIMARY SCHOOL,290888.0
WESTERN CAPE,SPORTS ACADEMY GEORGE NPC,75000.0
GAUTENG,N.M TSUENE SECONDARY SCHOOL,300000.0
NORTH WEST,MOEMISE PRIMARY SCHOOL,300000.0
NORTH WEST,ALFRED MAUBANE SECONDARY SCHOOL,300000.0
NORTH WEST,TSHIPIETSILE SECONDARY SCHOOL,300000.0
EASTERN CAPE,UPPER MPAKO JUNIOR SECONDARY SCHOOL,300000.0
EASTERN CAPE,KWANOMZAMO RUGBY FOOTBALL CLUB,101348.92
EASTERN CAPE,GINYINDLOVU SENIOR PRIMARY SCHOOL,300000.0
EASTERN CAPE,LOWER QOQO SENIOR PRIMARY SCHOOL,300000.0
FREE STATE,COENRAAD SNYMAN PRIMARY SCHOOL,300000.0
LIMPOPO,NKONENI SECONDARY SCHOOL,300000.0
LIMPOPO,SETLHAKO PRIMARY SCHOOL,300000.0
LIMPOPO,LUATAME SECONDARY SCHOOL,300000.0
LIMPOPO,MALEMA PRIMARY SCHOOL,300000.0
LIMPOPO,TSHABVUMA PRIMARY SCHOOL,299950.0
LIMPOPO,DZANANI LOWER PRIMARY SCHOOL,299700.0
MPUMALANGA,DEFINITION ATHLETICS CLUB,200000.0
MPUMALANGA,LETHIPELE SENIOR SECONDARY SCHOOL,298678.0
KWAZULU-NATAL,WONDERBOOM PRIMARY SCHOOL,350000.0
KWAZULU-NATAL,EMFULAMTHATHU PRIMARY SCHOOL,300000.0
EASTERN CAPE,SUNSHINE SPECIAL SCHOOL,300000.0
GAUTENG,HOERSKOOL TRANSVALIA,296970.0
LIMPOPO,I AM MADE FOR GOD'S GLORY NPO,1.1375E7
KWAZULU-NATAL,MELOKUHLE COMBINED SCHOOL,300000.0
EASTERN CAPE,DANIELS PUBLIC PRIMARY SCHOOL,300000.0
LIMPOPO,MAKOFANE PRIMARY SCHOOL,300000.0
KWAZULU-NATAL,KWAMASONDO PRIMARY SCHOOL,299870.14
EASTERN CAPE,MKAMELA JUNIOR SECONDARY SCHOOL,300000.0
FREE STATE,NTHAPELLENG INTERMEDIATE SCHOOL,300000.0
KWAZULU-NATAL,ST CYPRIAN'S PRIMARY SCHOOL,300000.0
KWAZULU-NATAL,WEWE PRIMARY SCHOOL,295920.0
EASTERN CAPE,BOKUVENI JUNIOR SECONDARY SCHOOL,303815.0
KWAZULU-NATAL,ETHEL MTHIYANE SPECIAL SCHOOL,300000.0
EASTERN CAPE,SOMTSEU SENIOR PRIMARY SCHOOL,303815.0
KWAZULU-NATAL,SICELULWAZI PRIMARY SCHOOL,278998.32
KWAZULU-NATAL,PHATHWA HIGH SCHOOL,233851.47
KWAZULU-NATAL,WATERSHED PRIMARY SCHOOL,300000.0
EASTERN CAPE,TOPOZO JUNIOR SECONDARY SCHOOL,303815.0
EASTERN CAPE,MNGUNGU JUNIOR SECONDARY SCHOOL,303815.0
EASTERN CAPE,MASAKHANE SENIOR PRIMARY SCHOOL,300000.0
EASTERN CAPE,MBIBA JUNIOR SECONDARY SCHOOL,303815.0
EASTERN CAPE,EMGODINI JUNIOR SECONDARY SCHOOL,303815.0
EASTERN CAPE,NOMPUCUKO SENIOR PRIMARY SCHOOL,300000.0
EASTERN CAPE,BUTTVILLE JUNIOR SECONDARY SCHOOL,303815.0
EASTERN CAPE,IZWELETHU SENIOR PRIMARY SCHOOL,303815.0
EASTERN CAPE,NTABANKULU SENIOR PRIMARY SCHOOL,300000.0
EASTERN CAPE,ROCKVILLE JUNIOR SECONDARY SCHOOL,303815.0
EASTERN CAPE,CALA COMMUNITY SCHOOL,306463.0
EASTERN CAPE,RIETSPRUIT  SENIOR PRIMARY SCHOOL,300000.0
GAUTENG,BETHUEL SPORTS DEVELOPMENT SOUTH AFRICA,50000.0
NORTH WEST,MALEDU-MOLEPO INTERMEDIATE SCHOOL,299728.0
MPUMALANGA,ABC BOXING CAMP,168663.0
EASTERN CAPE,SHINKYOKUSHINKAI KARATE ORGANISATION,74784.0
NORTH WEST,KATLARELO PRIMARY SCHOOL,300000.0
KWAZULU-NATAL,HLANGANAKAHLE PRIMARY SCHOOL,347600.0
MPUMALANGA,SIHLANGU PRIMARY SCHOOL,300000.0
MPUMALANGA,MANZINI PRIMARY SCHOOL,300000.0
LIMPOPO,TSHIAVHA PRIMARY SCHOOL,300000.0
LIMPOPO,MUSHATHONI SECONDARY SCHOOL,300000.0
LIMPOPO,MUDZINGA PRIMARY SCHOOL,300000.0
MPUMALANGA,MAHLAHLUVUNA PRIMARY SCHOOL,250000.0
MPUMALANGA,MASWAMENI PRIMARY SCHOOL,256350.0
MPUMALANGA,MBOMBELA SPORTS ASSOCIATION,49534.4
MPUMALANGA,MKETSE PRIMARY SCHOOL,293091.6
GAUTENG,SPRINTERS DEVELOPMENT SOCCER ACADEMY,29907.97
LIMPOPO,REKGONNE MIDDLE SCHOOL,49996.0
NORTH WEST,MAMMUTLA SECONDARY SCHOOL,298999.0
KWAZULU-NATAL,NGONGOMA PRIMARY SCHOOL,294100.0
KWAZULU-NATAL,MNYANDA PRIMARY SCHOOL,299200.0
KWAZULU-NATAL,VUKUFUNDE PRIMARY SCHOOL,300000.0
MPUMALANGA,MC ZITHA COMBINED SCHOOL,281983.0
NORTH WEST,BANABOTLHE PRIMARY SCHOOL,300000.0
NORTH WEST,KGALALELO PRIMARY SCHOOL,300000.0
MPUMALANGA,THAMBOKHULU PRIMARY SCHOOL,250800.0
KWAZULU-NATAL,MQAMATHI HIGH SCHOOL,350000.0
WESTERN CAPE,HELDERBERG BOWLING CLUB,150000.0
MPUMALANGA,KHULUDLULEMINE YOUTH DEVELOPMENT IN SPORTS,133236.0
NORTH WEST,RANKUDU PRIMARY SCHOOL,300000.0
FREE STATE,RETSAMAILE PUBLICSCHOOL,300000.0
NORTH WEST,MOGOMOTSI PRIMARY SCHOOL,300000.0
NORTH WEST,DISIPI PRIMARY SCHOOL,300000.0
NORTH WEST,MMAKUBA PRIMARY SCHOOL,300000.0
NORTH WEST,MAJAKANENG PRIMARY SCHOOL,300000.0
NORTH WEST,THABASIKWA SECONDARY SCHOOL,300000.0
LIMPOPO,MMAKGOTLO PRIMARY SCHOOL,300000.0
KWAZULU-NATAL,PHOHLO PRIMARY SCHOOL,299965.03
KWAZULU-NATAL,HLAKANIPHANI SENIOR SECONDARY,300000.0
LIMPOPO,MAKWARANI PRIMARY SCHOOL,300000.0
LIMPOPO,MANDALA PRIMARY SCHOOL,300000.0
KWAZULU-NATAL,SQAKATHA PRIMARY SCHOOL,350000.0
LIMPOPO,MOROKADIETA PRIMARY SCHOOL,300059.93
LIMPOPO,NKGOSO PRIMARY SCHOOL,300000.0
WESTERN CAPE,SWELLENDAM CRICKET CLUB,141894.0
KWAZULU-NATAL,THOLUMUSA PRIMARY SCHOOL,300000.0
LIMPOPO,SETJOAMADI PRIMARY SCHOOL,296270.0
LIMPOPO,NGWANAMAGO PRIMARY SCHOOL,300000.0
KWAZULU-NATAL,SIKHULILE COMBINED SCHOOL,300000.0
KWAZULU-NATAL,SIBHEKABANTU CLUB,123484.0
KWAZULU-NATAL,LAMONTVILLE SOCCER DEVELOPMENT,139906.0
GAUTENG,SOFTBALL SOUTH AFRICA,1500000.0
FREE STATE,RIEBEECKSTAD JUKSKEI CLUB,100000.0
LIMPOPO,MOYANENG SECONDARY SCHOOL,291950.0
WESTERN CAPE,KAMEHLA RURAL COMMUNITY DEVELOPMENT AND YOUTH SERVICE,50000.0
NORTH WEST,MABITSE PRIMARY SCHOOL,300000.0
NORTH WEST,TLHARESENG PRIMARY SCHOOL,300000.0
