Project,Name,Sector,Amount,total
26300,Everton United FC,Sport & Recreation,300000,2.98268994E8
27910,Ezinqoleni Municipality,Sport & Recreation,570000,2.98268994E8
25590,Federation of Dance Sport SA,Sport & Recreation,548900,2.98268994E8
26163,Ferndale Primary School,Sport & Recreation,350000,2.98268994E8
24332,Flamboyant Tennis Club,Sport & Recreation,269825,2.98268994E8
12755,Forest Town School for Cerebral Palsy,Sport & Recreation,223906,2.98268994E8
25667,Franskraal Bowling Club,Sport & Recreation,342680,2.98268994E8
23587,Free State Academy of Sport,Sport & Recreation,1000000,2.98268994E8
12684,"Free State Academy of Sport (FS
Volleyball Association)",Sport & Recreation,130230,2.98268994E8
25975,Free State Cricket Union,Sport & Recreation,1166667,2.98268994E8
24081,Gauteng Fencing Association,Sport & Recreation,215280,2.98268994E8
24134,Gauteng Gymnastics Association,Sport & Recreation,511387,2.98268994E8
24079,Gauteng Rowing Association,Sport & Recreation,244800,2.98268994E8
23789,"Gauteng Sport Aerobics & Fitness
Federation",Sport & Recreation,160866,2.98268994E8
27458,Gauteng Table Tennis Association,Sport & Recreation,431263,2.98268994E8
27445,Gauteng Weightlifting Association,Sport & Recreation,300663,2.98268994E8
24781,GJ Podile Primary School,Sport & Recreation,250000,2.98268994E8
25061,Gobinamba Junior Secondary School,Sport & Recreation,46610,2.98268994E8
25981,Goldfields FET College,Sport & Recreation,666666,2.98268994E8
26313,Gonubie Sport Club,Sport & Recreation,309000,2.98268994E8
13845,Greater Giyani Municipality,Sport & Recreation,581167,2.98268994E8
26326,Griffons Rugby Union,Sport & Recreation,458495,2.98268994E8
26326,Griffons Rugby Union,Sport & Recreation,458495,2.98268994E8
26020,Griqualand West Cricket Board,Sport & Recreation,275000,2.98268994E8
24952,Groenberg Secondary School,Sport & Recreation,282579,2.98268994E8
24683,Groenvlei Secondary School,Sport & Recreation,49300,2.98268994E8
23841,Gwaleliweni Primary School,Sport & Recreation,250000,2.98268994E8
24086,Harding Golf Club,Sport & Recreation,50000,2.98268994E8
24898,Hlokoma High School,Sport & Recreation,46600,2.98268994E8
13855,Hluvuka High School,Sport & Recreation,275000,2.98268994E8
23764,Hoër Tegniese Skool Vereeniging,Sport & Recreation,350000,2.98268994E8
24996,Höerskool Grens,Sport & Recreation,223000,2.98268994E8
24996,Höerskool Grens,Sport & Recreation,223000,2.98268994E8
26018,Höerskool Hartswater,Sport & Recreation,350000,2.98268994E8
26018,Höerskool Hartswater,Sport & Recreation,350000,2.98268994E8
24031,Holy Family Primary School,Sport & Recreation,250000,2.98268994E8
25214,Ikaya Primary School,Sport & Recreation,350000,2.98268994E8
18571,Iketletso Secondary School,Sport & Recreation,250000,2.98268994E8
24707,Ikopanyeng Middle School,Sport & Recreation,350000,2.98268994E8
23931,Ikusaselihle Secondary School,Sport & Recreation,250000,2.98268994E8
23931,Ikusaselihle Secondary School,Sport & Recreation,250000,2.98268994E8
24064,Imisebe Primary School,Sport & Recreation,150000,2.98268994E8
23839,Impumelelo Primary School,Sport & Recreation,350000,2.98268994E8
25600,"International Institute for Sport & Science
Fitness Training SA",Sport & Recreation,417854,2.98268994E8
23768,Irene Homes,Sport & Recreation,130668,2.98268994E8
23838,Isihlangwini Primary School,Sport & Recreation,50000,2.98268994E8
24164,Isilimela JS School,Sport & Recreation,500000,2.98268994E8
25178,JG Jansen Intermediate School,Sport & Recreation,350000,2.98268994E8
24122,JJ De Jong Primary School,Sport & Recreation,150000,2.98268994E8
24085,Job Maseko Primary School,Sport & Recreation,250000,2.98268994E8
24110,Johannesburg Canoe Club,Sport & Recreation,300000,2.98268994E8
23791,John Vorster School of Technology,Sport & Recreation,298000,2.98268994E8
24100,JS Malaza Primary School,Sport & Recreation,250000,2.98268994E8
24100,JS Malaza Primary School,Sport & Recreation,250000,2.98268994E8
25067,Jubana Secondary School,Sport & Recreation,50000,2.98268994E8
25584,Judo South Africa,Sport & Recreation,659172,2.98268994E8
26737,Judo Southern Free State Association,Sport & Recreation,250000,2.98268994E8
24699,Kabelo Primary School,Sport & Recreation,250000,2.98268994E8
18831,Karate South Africa,Sport & Recreation,500000,2.98268994E8
25375,Kevin Nkoane Primary School,Sport & Recreation,350000,2.98268994E8
24807,Kgakala Secondary School,Sport & Recreation,250000,2.98268994E8
24807,Kgakala Secondary School,Sport & Recreation,250000,2.98268994E8
24899,Kgosi Bodiba School,Sport & Recreation,50000,2.98268994E8
24800,Kgosi Shope Middle School,Sport & Recreation,258500,2.98268994E8
24128,Kgotlelelang Primary School,Sport & Recreation,250000,2.98268994E8
23900,Khuthalani Primary School,Sport & Recreation,150000,2.98268994E8
25344,Kimberley Junior School,Sport & Recreation,421800,2.98268994E8
19831,Klerksdorp Sport Council,Sport & Recreation,420000,2.98268994E8
26354,Knysna Municipality,Sport & Recreation,333333,2.98268994E8
23796,Krugerlaan School,Sport & Recreation,350000,2.98268994E8
23828,Kutloanong High School,Sport & Recreation,350000,2.98268994E8
23823,KwaMame Primary School,Sport & Recreation,250000,2.98268994E8
24083,Kwa Thema Primary School,Sport & Recreation,223410,2.98268994E8
12589,KZN Academy of Sport,Sport & Recreation,633000,2.98268994E8
23556,KZN Academy of Sport,Sport & Recreation,1233333,2.98268994E8
23556,KZN Academy of Sport,Sport & Recreation,2466667,2.98268994E8
32331,KZN Academy of Sport,Sport & Recreation,1500000,2.98268994E8
6648,"KZN Academy of Sport (Kwa Mashu
Aquatic Club)",Sport & Recreation,36000,2.98268994E8
7173,"KZN Academy of Sport (Stanger Boxing
Club)",Sport & Recreation,45000,2.98268994E8
24318,KZN Aquatics,Sport & Recreation,766666,2.98268994E8
30199,KZN Athletics,Sport & Recreation,400000,2.98268994E8
30199,KZN Athletics,Sport & Recreation,400000,2.98268994E8
30388,KZN Cricket Union,Sport & Recreation,418000,2.98268994E8
25951,KZN Ladies Golf Association,Sport & Recreation,361400,2.98268994E8
25937,KZN Surf Lifesaving Association (Central),Sport & Recreation,171000,2.98268994E8
25868,KZN Volleyball,Sport & Recreation,506500,2.98268994E8
27416,KZN Inland Cricket Union,Sport & Recreation,400000,2.98268994E8
25201,Laerskool Brandvlei,Sport & Recreation,350000,2.98268994E8
25180,Laerskool Kathu,Sport & Recreation,250000,2.98268994E8
25180,Laerskool Kathu,Sport & Recreation,250000,2.98268994E8
24849,Laerskool Lichtenburg,Sport & Recreation,350000,2.98268994E8
24849,Laerskool Lichtenburg,Sport & Recreation,350000,2.98268994E8
24889,Laerskool Losberg,Sport & Recreation,213500,2.98268994E8
24889,Laerskool Losberg,Sport & Recreation,213500,2.98268994E8
24856,Laerskool Sanddrift,Sport & Recreation,250000,2.98268994E8
25154,Langebaanweg Primary School,Sport & Recreation,350000,2.98268994E8
25154,Langebaanweg Primary School,Sport & Recreation,350000,2.98268994E8
24857,Leopard Park Junior Development,Sport & Recreation,50000,2.98268994E8
24994,Leopard’s Rugby Union,Sport & Recreation,419653,2.98268994E8
24994,Leopard’s Rugby Union,Sport & Recreation,419653,2.98268994E8
23936,Leriana Secondary School,Sport & Recreation,150000,2.98268994E8
24681,Levana Primary School,Sport & Recreation,50000,2.98268994E8
23574,Limpopo Academy of Sport,Sport & Recreation,1766667,2.98268994E8
14530,Limpopo Athletics,Sport & Recreation,370329,2.98268994E8
7199,"Limpopo Province Sports Association for
the Deaf",Sport & Recreation,754700,2.98268994E8
23997,Lindakahle Primary School,Sport & Recreation,150000,2.98268994E8
25417,Logan Rugby Region,Sport & Recreation,300000,2.98268994E8
26294,Londt Park Sports Club,Sport & Recreation,366000,2.98268994E8
24171,Lupapasi Junior Secondary School,Sport & Recreation,250000,2.98268994E8
24903,Luyolo Senior Secondary School,Sport & Recreation,46600,2.98268994E8
25131,Lwamondo High School,Sport & Recreation,250000,2.98268994E8
24983,Lwandle Primary School,Sport & Recreation,50000,2.98268994E8
23848,Madoda Senior Secondary School,Sport & Recreation,150000,2.98268994E8
23992,Madwaleni JS School,Sport & Recreation,150000,2.98268994E8
25782,Magiqweni Junior Secondary School,Sport & Recreation,50000,2.98268994E8
23923,Magodongo Primary School,Sport & Recreation,350000,2.98268994E8
25069,Makaula Senior Secondary School,Sport & Recreation,250000,2.98268994E8
24878,Makgoathane Primary School,Sport & Recreation,50000,2.98268994E8
23842,Makhetheng Primary School,Sport & Recreation,350000,2.98268994E8
24883,Malefo High School,Sport & Recreation,350000,2.98268994E8
23851,Malusi Omuhle Primary School,Sport & Recreation,250000,2.98268994E8
24746,Mampurui Primary School,Sport & Recreation,283125,2.98268994E8
25135,Mangondi Primary School,Sport & Recreation,50000,2.98268994E8
23927,Mantwani Primary School,Sport & Recreation,350000,2.98268994E8
25029,Mapaledi Primary School,Sport & Recreation,50000,2.98268994E8
24880,Marikana West Primary School,Sport & Recreation,215000,2.98268994E8
24776,Marota Primary School,Sport & Recreation,315500,2.98268994E8
23949,Masizakhe Combined School,Sport & Recreation,250000,2.98268994E8
18448,Matjhabeng Municipality,Sport & Recreation,500500,2.98268994E8
22665,Matlhaleng Secondary School,Sport & Recreation,50000,2.98268994E8
25038,Matshangwane Primary School,Sport & Recreation,350000,2.98268994E8
24789,Matshumane Secondary School,Sport & Recreation,50000,2.98268994E8
23858,Mavela High School,Sport & Recreation,250000,2.98268994E8
23883,Mayisha High School,Sport & Recreation,350000,2.98268994E8
23814,Mgudlwa Secondary School,Sport & Recreation,250000,2.98268994E8
23870,Mgwezani Combined School,Sport & Recreation,250000,2.98268994E8
23921,Mhlutshwa Primary School,Sport & Recreation,250000,2.98268994E8
24098,Michael Zulu Primary School,Sport & Recreation,50000,2.98268994E8
27170,Midlands Rugby Sub-Union,Sport & Recreation,400000,2.98268994E8
27170,Midlands Rugby Sub-Union,Sport & Recreation,400000,2.98268994E8
24084,Midlands Tennis Association,Sport & Recreation,190000,2.98268994E8
25972,Midwaters Bowling Club,Sport & Recreation,50000,2.98268994E8
24684,Mkhanyiseli Primary School,Sport & Recreation,250000,2.98268994E8
24684,Mkhanyiseli Primary School,Sport & Recreation,250000,2.98268994E8
24082,Mncube High School,Sport & Recreation,50000,2.98268994E8
23950,Mnyamana Primary School,Sport & Recreation,250000,2.98268994E8
24744,Modiketse School,Sport & Recreation,418000,2.98268994E8
24144,Modula-Qhowa School,Sport & Recreation,350000,2.98268994E8
24144,Modula-Qhowa School,Sport & Recreation,350000,2.98268994E8
18543,Mogalakwena Municipality,Sport & Recreation,757533,2.98268994E8
24881,Mokitime Primary School,Sport & Recreation,350000,2.98268994E8
25097,Mokone Primary School,Sport & Recreation,193000,2.98268994E8
24913,Moremogolo Primary School,Sport & Recreation,319200,2.98268994E8
24682,Morgenson Primary School,Sport & Recreation,50000,2.98268994E8
21794,Moriting Primary School,Sport & Recreation,150000,2.98268994E8
25110,Motjere Secondary School,Sport & Recreation,50000,2.98268994E8
24838,Motlalaohle Secondary School,Sport & Recreation,50000,2.98268994E8
25592,Motorsport SA,Sport & Recreation,1500000,2.98268994E8
24468,Mount View Secondary School,Sport & Recreation,170000,2.98268994E8
23978,Mpelenyane JP School,Sport & Recreation,150000,2.98268994E8
25055,Mpondomise Ridge Secondary School,Sport & Recreation,245000,2.98268994E8
24405,Mpumalanga Cricket Union,Sport & Recreation,480700,2.98268994E8
24405,Mpumalanga Cricket Union,Sport & Recreation,480700,2.98268994E8
15488,Mpumalanga Rugby Union,Sport & Recreation,1186000,2.98268994E8
26384,Mpumalanga Wrestling Association,Sport & Recreation,260000,2.98268994E8
24075,Msobomvu Primary School,Sport & Recreation,150000,2.98268994E8
24346,Mtunzini Athletic Club,Sport & Recreation,207320,2.98268994E8
25115,Mufeba Primary School,Sport & Recreation,350000,2.98268994E8
25115,Mufeba Primary School,Sport & Recreation,350000,2.98268994E8
24874,Mutshetshe School,Sport & Recreation,50000,2.98268994E8
25072,Mzambana School,Sport & Recreation,46610,2.98268994E8
23770,Mzansi Golf Development,Sport & Recreation,200000,2.98268994E8
23773,Mzansi Golf Development,Sport & Recreation,200000,2.98268994E8
23778,Mzansi Golf Development,Sport & Recreation,200000,2.98268994E8
23765,National Association for Blind Bowlers,Sport & Recreation,621900,2.98268994E8
25930,National Association for Blind Bowlers,Sport & Recreation,28000,2.98268994E8
23945,Ndedema Primary School,Sport & Recreation,350000,2.98268994E8
18462,Ndwedwe Local Municipality,Sport & Recreation,1160127,2.98268994E8
25211,Nederburg Primary School,Sport & Recreation,250000,2.98268994E8
24925,Nelson Mandela Bay Cricket Board,Sport & Recreation,203715,2.98268994E8
24377,Nelson Mandela Metropolitan University,Sport & Recreation,4100000,2.98268994E8
24926,Netball SA,Sport & Recreation,1470000,2.98268994E8
24926,Netball SA,Sport & Recreation,1465000,2.98268994E8
24342,Newcastle Golf Club,Sport & Recreation,300000,2.98268994E8
23869,Ngxongwane Primary School,Sport & Recreation,100000,2.98268994E8
24364,Njiveni Secondary School,Sport & Recreation,250000,2.98268994E8
25098,Nnditsheni Secondary School,Sport & Recreation,250000,2.98268994E8
24121,No Limits Trampoline Club,Sport & Recreation,200000,2.98268994E8
24121,No Limits Trampoline Club,Sport & Recreation,200000,2.98268994E8
24175,Nomcamba Junior Secondary School,Sport & Recreation,250000,2.98268994E8
25360,Noordwes Muurbal Unie,Sport & Recreation,80000,2.98268994E8
23573,North West Academy of Sport,Sport & Recreation,854000,2.98268994E8
24936,North West Gymnastics,Sport & Recreation,1287271,2.98268994E8
16086,North West University,Sport & Recreation,676704,2.98268994E8
19843,Northern Cape Academy of Sport (NCAS),Sport & Recreation,500000,2.98268994E8
25195,Northern Cape High School,Sport & Recreation,350000,2.98268994E8
25195,Northern Cape High School,Sport & Recreation,350000,2.98268994E8
24056,Northerns Cricket Union,Sport & Recreation,287500,2.98268994E8
24057,Northerns Cricket Union,Sport & Recreation,1066667,2.98268994E8
24056,Northerns Cricket Union,Sport & Recreation,287500,2.98268994E8
24057,Northerns Cricket Union,Sport & Recreation,1066667,2.98268994E8
24964,Northerns Hockey Association,Sport & Recreation,458820,2.98268994E8
24368,Notintsila Junior Secondary School,Sport & Recreation,250000,2.98268994E8
27162,Ntambanana Municipality,Sport & Recreation,333334,2.98268994E8
23865,Ntandoyesizwe High School,Sport & Recreation,288790,2.98268994E8
25052,Ntlozelo Secondary School,Sport & Recreation,46610,2.98268994E8
23780,Ntshwephepa Public School,Sport & Recreation,350000,2.98268994E8
25275,Ntsumbedzeni School,Sport & Recreation,50000,2.98268994E8
23991,Nyabela Primary School,Sport & Recreation,150000,2.98268994E8
24822,Nyakhoroana Combined School,Sport & Recreation,50000,2.98268994E8
24023,Old Benonians Association,Sport & Recreation,225000,2.98268994E8
27182,Old Edwardian Society,Sport & Recreation,450000,2.98268994E8
24698,Orkney Primary School,Sport & Recreation,350000,2.98268994E8
24908,Osborn Junior Secondary School,Sport & Recreation,250000,2.98268994E8
24908,Osborn Junior Secondary School,Sport & Recreation,250000,2.98268994E8
15203,Oudtshoorn Municipality,Sport & Recreation,495000,2.98268994E8
26210,P E Harlequins RFC,Sport & Recreation,615000,2.98268994E8
23803,Paballong Primary School,Sport & Recreation,350000,2.98268994E8
24941,Panorama Primary School,Sport & Recreation,350000,2.98268994E8
25054,Parkfields Primary School,Sport & Recreation,250000,2.98268994E8
25054,Parkfields Primary School,Sport & Recreation,250000,2.98268994E8
25053,Parkhurst Primary School,Sport & Recreation,250000,2.98268994E8
26709,PEPPS Polokwane School,Sport & Recreation,250000,2.98268994E8
23806,Phahameng Intermediate School,Sport & Recreation,328000,2.98268994E8
23986,Phakamang Primary School,Sport & Recreation,250000,2.98268994E8
22655,Phakamani High School (Dube),Sport & Recreation,59070,2.98268994E8
25194,Philandersbron Primary School,Sport & Recreation,350000,2.98268994E8
23804,Phinduzame Primary School,Sport & Recreation,350000,2.98268994E8
23835,Phiritona Secondary School,Sport & Recreation,350000,2.98268994E8
23835,Phiritona Secondary School,Sport & Recreation,350000,2.98268994E8
23837,Phukalla Secondary School,Sport & Recreation,350000,2.98268994E8
24726,Phutanang Primary School,Sport & Recreation,250000,2.98268994E8
23787,Phuthalushaka Primary School,Sport & Recreation,150000,2.98268994E8
24891,Pitso Letlhogile Middle School,Sport & Recreation,240000,2.98268994E8
25402,Pixley Ka Seme District Municipality,Sport & Recreation,1000000,2.98268994E8
25051,Plantation Primary School,Sport & Recreation,350000,2.98268994E8
24974,Port Elizabeth Football Association,Sport & Recreation,374500,2.98268994E8
24172,Port St. John’s Secondary School,Sport & Recreation,250000,2.98268994E8
24892,Potchefstroom Central Primary School,Sport & Recreation,350000,2.98268994E8
25537,Powerboat South Africa,Sport & Recreation,990000,2.98268994E8
25537,Powerboat South Africa,Sport & Recreation,990000,2.98268994E8
23880,Prince SJ Mahlangu School,Sport & Recreation,350000,2.98268994E8
24072,Progress Primary School,Sport & Recreation,350000,2.98268994E8
24072,Progress Primary School,Sport & Recreation,350000,2.98268994E8
11546,Ratlou (Setla-Kgobi) Local Municipality,Sport & Recreation,1692900,2.98268994E8
24824,Rebone Primary School,Sport & Recreation,50000,2.98268994E8
24771,Rebone Secondary School,Sport & Recreation,350000,2.98268994E8
24882,Relebogile Primary School,Sport & Recreation,49500,2.98268994E8
24933,Rietondale Tennisklub,Sport & Recreation,360000,2.98268994E8
12025,Robertson Cricket Club,Sport & Recreation,224250,2.98268994E8
24589,Rocklands Rugby Football Club,Sport & Recreation,50000,2.98268994E8
25558,Roller Sport South Africa,Sport & Recreation,221595,2.98268994E8
25558,Roller Sport South Africa,Sport & Recreation,221595,2.98268994E8
25547,Rowing South Africa,Sport & Recreation,1333334,2.98268994E8
25547,Rowing South Africa,Sport & Recreation,1333333,2.98268994E8
25547,Rowing South Africa,Sport & Recreation,1333333,2.98268994E8
23595,S A Sport Aerobics & Fitness Federation,Sport & Recreation,421581,2.98268994E8
24932,SA Equestrian Council,Sport & Recreation,598586,2.98268994E8
15394,SA Equestrian Council,Sport & Recreation,857928,2.98268994E8
19656,SA Figure Skating Association,Sport & Recreation,492000,2.98268994E8
23769,SA Football Association,Sport & Recreation,1136975,2.98268994E8
19710,SA Lifesaving,Sport & Recreation,60000,2.98268994E8
24087,SA Lifesaving,Sport & Recreation,300000,2.98268994E8
24087,SA Lifesaving,Sport & Recreation,300000,2.98268994E8
24092,SA Lifesaving,Sport & Recreation,301075,2.98268994E8
24089,SA Lifesaving (Umtamvuma Club),Sport & Recreation,248400,2.98268994E8
26646,SA Model Aircraft Association,Sport & Recreation,300000,2.98268994E8
26646,SA Model Aircraft Association,Sport & Recreation,300000,2.98268994E8
19752,SA National Archery Association,Sport & Recreation,600000,2.98268994E8
25551,SA National Archery Association,Sport & Recreation,398274,2.98268994E8
25551,SA National Archery Association,Sport & Recreation,398274,2.98268994E8
32291,SA National Archery Association,Sport & Recreation,615550,2.98268994E8
27141,SA Riding for the Disabled Association,Sport & Recreation,300000,2.98268994E8
25578,"SA Sport Association for the Physically
Disabled",Sport & Recreation,1000000,2.98268994E8
27624,"SA Sports Association for the Intellectually
Impaired",Sport & Recreation,400227,2.98268994E8
24890,SA Weightlifting Federation,Sport & Recreation,1200000,2.98268994E8
19847,SAFA - Ethekwini Region,Sport & Recreation,250000,2.98268994E8
25542,Sailing South Africa,Sport & Recreation,695625,2.98268994E8
24948,Saintly Spears Development Foundation,Sport & Recreation,65000,2.98268994E8
23911,Sakhe Primary School,Sport & Recreation,150000,2.98268994E8
23947,Sakhile Primary School,Sport & Recreation,250000,2.98268994E8
26364,Sakumlandela Public Primary School,Sport & Recreation,50000,2.98268994E8
24930,SASCOC,Sport & Recreation,20051025,2.98268994E8
29833,SASCOC,Sport & Recreation,5804210,2.98268994E8
24780,Sechichi Secondary School,Sport & Recreation,50000,2.98268994E8
24657,Sedibeng College for FET,Sport & Recreation,700000,2.98268994E8
24657,Sedibeng College for FET,Sport & Recreation,700000,2.98268994E8
24864,Segwaelane School,Sport & Recreation,225000,2.98268994E8
24716,Sejankabo High School,Sport & Recreation,250000,2.98268994E8
23925,Sekemisa Primary School,Sport & Recreation,250000,2.98268994E8
24792,Sekolopo Middle School,Sport & Recreation,250000,2.98268994E8
19056,Sengae Community School,Sport & Recreation,275000,2.98268994E8
23863,Shemula Primary School,Sport & Recreation,250000,2.98268994E8
24868,Shondoni School,Sport & Recreation,50000,2.98268994E8
25059,Sikelela Imizamo Primary School,Sport & Recreation,350000,2.98268994E8
25059,Sikelela Imizamo Primary School,Sport & Recreation,350000,2.98268994E8
24859,Siloe School for the Blind,Sport & Recreation,350000,2.98268994E8
23974,Sinethezekile Public Primary School,Sport & Recreation,250000,2.98268994E8
26936,Sinoville Cricket Club,Sport & Recreation,385008,2.98268994E8
23878,Sithobelane Junior Secondary School,Sport & Recreation,150000,2.98268994E8
13057,Siyathemba Municipality,Sport & Recreation,452091,2.98268994E8
23777,"Sizanani Thusanang Comprehensive
School",Sport & Recreation,350000,2.98268994E8
24719,Sol Plaatje Secondary School,Sport & Recreation,350000,2.98268994E8
26360,Somerset College,Sport & Recreation,626918,2.98268994E8
25560,Sophiatown Soccer Academy,Sport & Recreation,50000,2.98268994E8
23800,Soshangaan Primary School,Sport & Recreation,350000,2.98268994E8
15380,South African Baseball Union,Sport & Recreation,583000,2.98268994E8
19018,South African Baseball Union,Sport & Recreation,1466666,2.98268994E8
25588,South African Cycling Federation,Sport & Recreation,750000,2.98268994E8
25588,South African Cycling Federation,Sport & Recreation,625000,2.98268994E8
25587,South African Deaf Sport Federation,Sport & Recreation,666667,2.98268994E8
25587,South African Deaf Sport Federation,Sport & Recreation,666667,2.98268994E8
25587,South African Deaf Sport Federation,Sport & Recreation,666666,2.98268994E8
25595,South African Disabled Golf Association,Sport & Recreation,394166,2.98268994E8
27620,South African Gymnastics Federation,Sport & Recreation,1690334,2.98268994E8
24935,South African Hockey Association,Sport & Recreation,1133334,2.98268994E8
24935,South African Hockey Association,Sport & Recreation,1133334,2.98268994E8
24935,South African Hockey Association,Sport & Recreation,1133332,2.98268994E8
25545,South African Korfball Federation,Sport & Recreation,749374,2.98268994E8
25545,South African Korfball Federation,Sport & Recreation,749374,2.98268994E8
24104,South African Orienteering Federation,Sport & Recreation,252600,2.98268994E8
26945,South African Shooting Federation,Sport & Recreation,489500,2.98268994E8
26496,South African Table Tennis Board,Sport & Recreation,1151072,2.98268994E8
26496,South African Table Tennis Board,Sport & Recreation,1151071,2.98268994E8
26496,South African Table Tennis Board,Sport & Recreation,1151071,2.98268994E8
32418,South African Table Tennis Board,Sport & Recreation,2186022,2.98268994E8
23782,South African Tennis Association,Sport & Recreation,1000000,2.98268994E8
23782,South African Tennis Association,Sport & Recreation,1000000,2.98268994E8
25536,South African Water Ski Federation,Sport & Recreation,672497,2.98268994E8
25540,South African Water Ski Federation,Sport & Recreation,173016,2.98268994E8
26891,South African Wrestling Federation,Sport & Recreation,456333,2.98268994E8
27159,South Western Districts Cricket Board,Sport & Recreation,300000,2.98268994E8
24055,Southern Gauteng Hockey Association,Sport & Recreation,235000,2.98268994E8
25326,Special Olympics South Africa,Sport & Recreation,1664000,2.98268994E8
20060,Sports Trust,Sport & Recreation,1250000,2.98268994E8
27111,Squash South Africa,Sport & Recreation,828667,2.98268994E8
24842,St. Brendans Catholic Secondary School,Sport & Recreation,50000,2.98268994E8
25377,St. Peters Primary School,Sport & Recreation,250000,2.98268994E8
24947,Steenberg’s Cove Primary School,Sport & Recreation,50000,2.98268994E8
19311,Stellaland Primary School,Sport & Recreation,275000,2.98268994E8
27040,Stellenbosch District Riding Club,Sport & Recreation,343220,2.98268994E8
24150,Suiderlig High School,Sport & Recreation,304362,2.98268994E8
24150,Suiderlig High School,Sport & Recreation,304362,2.98268994E8
25398,Surfing South Africa,Sport & Recreation,641179,2.98268994E8
19658,Surfing South Africa,Sport & Recreation,966000,2.98268994E8
25233,Swarthmore Primary School,Sport & Recreation,350000,2.98268994E8
13226,Swimming South Africa,Sport & Recreation,747531,2.98268994E8
23572,Swimming South Africa,Sport & Recreation,2880000,2.98268994E8
25533,Swimming South Africa,Sport & Recreation,1931500,2.98268994E8
25533,Swimming South Africa,Sport & Recreation,1931500,2.98268994E8
19756,Swimming South Africa,Sport & Recreation,2633334,2.98268994E8
23786,Tataiso Primary School,Sport & Recreation,350000,2.98268994E8
25132,Thase Secondary School,Sport & Recreation,50000,2.98268994E8
24894,Thipe Primary School,Sport & Recreation,50000,2.98268994E8
23948,Thubelihle Primary School,Sport & Recreation,250000,2.98268994E8
24862,Thulaganyo Middle School,Sport & Recreation,350000,2.98268994E8
24875,Tiisetso Primary School,Sport & Recreation,237500,2.98268994E8
23810,Tjhaba Tshole Primary School,Sport & Recreation,698409,2.98268994E8
24068,Tlakula Secondary School,Sport & Recreation,150000,2.98268994E8
31436,Tlokwe (Potchefstroom) City Council,Sport & Recreation,3028723,2.98268994E8
23891,Toitskraal Primary School,Sport & Recreation,250000,2.98268994E8
27354,Triathlon North Gauteng,Sport & Recreation,400580,2.98268994E8
24886,Triathlon South Africa,Sport & Recreation,1036300,2.98268994E8
24886,Triathlon South Africa,Sport & Recreation,1036300,2.98268994E8
32417,Triathlon South Africa,Sport & Recreation,5000000,2.98268994E8
18982,Tsebo Ulwazi High School,Sport & Recreation,275000,2.98268994E8
23811,Tseseng Primary School,Sport & Recreation,350000,2.98268994E8
25431,Tshedza Comprehensive School,Sport & Recreation,350000,2.98268994E8
23775,Tshepo Themba High School,Sport & Recreation,350000,2.98268994E8
24917,Tshiamelo Primary School,Sport & Recreation,350000,2.98268994E8
25043,Tshiemuemu Secondary School,Sport & Recreation,250000,2.98268994E8
25043,Tshiemuemu Secondary School,Sport & Recreation,250000,2.98268994E8
25111,Tshikhudini Primary School,Sport & Recreation,50000,2.98268994E8
23790,Tshilidzi Primary School,Sport & Recreation,250000,2.98268994E8
23790,Tshilidzi Primary School,Sport & Recreation,250000,2.98268994E8
23792,Tshireletso Public School,Sport & Recreation,350000,2.98268994E8
24106,Tshwane University of Technology,Sport & Recreation,375000,2.98268994E8
25307,Tshwarelela Primary School,Sport & Recreation,50000,2.98268994E8
24999,Tsimanyane Primary School,Sport & Recreation,50000,2.98268994E8
18278,Tswelopele Municipality,Sport & Recreation,386239,2.98268994E8
26043,Tulbagh High School,Sport & Recreation,700000,2.98268994E8
24466,Uitkyk Primary School,Sport & Recreation,250000,2.98268994E8
24466,Uitkyk Primary School,Sport & Recreation,250000,2.98268994E8
24324,Umhlathuze Athletic Club,Sport & Recreation,300000,2.98268994E8
24324,Umhlathuze Athletic Club,Sport & Recreation,300000,2.98268994E8
18377,Umkhanyakude District Municipality,Sport & Recreation,978800,2.98268994E8
26361,Ummangaliso Primary School,Sport & Recreation,50000,2.98268994E8
18961,Umsobomvu Municipality,Sport & Recreation,461666,2.98268994E8
25546,United Cricket Board of South Africa,Sport & Recreation,2634700,2.98268994E8
25546,United Cricket Board of South Africa,Sport & Recreation,2929790,2.98268994E8
11281,University of Port Elizabeth,Sport & Recreation,477950,2.98268994E8
12153,University of Pretoria (Tukssport),Sport & Recreation,1216000,2.98268994E8
24910,University of Pretoria (Tukssport),Sport & Recreation,1500000,2.98268994E8
18974,"University of the Free State (Qwa Qwa
Campus)",Sport & Recreation,1000000,2.98268994E8
12423,University of the Western Cape,Sport & Recreation,349510,2.98268994E8
24439,University of the Western Cape,Sport & Recreation,746666,2.98268994E8
25711,University of Venda,Sport & Recreation,1000000,2.98268994E8
24166,Vaal University of Technology,Sport & Recreation,1233334,2.98268994E8
18981,Vaal University of Technology,Sport & Recreation,1000000,2.98268994E8
23928,Vamuhle Primary School,Sport & Recreation,150000,2.98268994E8
24969,Van Kervel School,Sport & Recreation,350000,2.98268994E8
25467,Vanzylsrus School,Sport & Recreation,264480,2.98268994E8
27695,"Victoria Lake & University of
Johannesburg Rowing Club",Sport & Recreation,400000,2.98268994E8
