Project Number,Province,Sector,Name,Amount
67566,WESTERN CAPE,CHARITIES,Salesian Life Choices General,582810.0
69340,WESTERN CAPE,CHARITIES,Women on Farms Project,850000.0
66906,WESTERN CAPE,CHARITIES,ACVV Stellenbosch,326450.0
66933,WESTERN CAPE,CHARITIES,Beaufort West Assoc Physically Disabled,668667.0
67407,WESTERN CAPE,CHARITIES,ACVV Somerset West,398332.0
54546,WESTERN CAPE,CHARITIES,Sivunyiwe Ikhwezi Pre-School,373950.0
54138,WESTERN CAPE,CHARITIES,Tygerberg Association for the Blind,486729.0
67732,WESTERN CAPE,CHARITIES,Southern Cape Educational Trust,521963.0
56880,WESTERN CAPE,CHARITIES,Wamakersvallei Opleidingsentrum,176190.0
67189,WESTERN CAPE,CHARITIES,Bergzicht Training Centre,600000.0
70470,WESTERN CAPE,CHARITIES,ACVV Porterville,200135.0
65602,WESTERN CAPE,CHARITIES,Orion Organisation-Trust Account,847200.0
65902,WESTERN CAPE,CHARITIES,Senecio-Support for People With Disabilities,400000.0
52956,WESTERN CAPE,CHARITIES,Stop Crime Against Children,113400.0
66896,WESTERN CAPE,CHARITIES,Mossel Bay Child & Family Welfare Society,601568.0
65568,WESTERN CAPE,CHARITIES,Worcester Ekumeniese Gemeenskapdiens,400000.0
67180,WESTERN CAPE,CHARITIES,Uniondale Integrated Empowerment Project,630600.0
65211,WESTERN CAPE,CHARITIES,ACVV Calitzdorp a/c no 2,231000.0
67116,WESTERN CAPE,CHARITIES,Catholic Welfare & Development,1504450.0
62827,WESTERN CAPE,CHARITIES,Nazareth House Cape Town,1006000.0
67713,WESTERN CAPE,CHARITIES,Cape Mental Health Society,976113.0
69322,WESTERN CAPE,CHARITIES,Friends Day Care Centre,411000.0
55503,WESTERN CAPE,CHARITIES,Stepping Stones Children,129494.0
52858,WESTERN CAPE,CHARITIES,Umtha Welanga,405250.0
69656,WESTERN CAPE,CHARITIES,Helderberg Stroke Support Group,151090.0
67587,WESTERN CAPE,CHARITIES,Institute for Social Concerns,454200.0
67570,WESTERN CAPE,CHARITIES,Wellness Foundation,658907.0
69349,WESTERN CAPE,CHARITIES,Die Sterreweg,174064.0
68247,WESTERN CAPE,CHARITIES,Hope Africa Foundation T/A Social Development,667000.0
69067,WESTERN CAPE,CHARITIES,Hugenote Kollege-Christen Vigsburo,412000.0
69651,WESTERN CAPE,CHARITIES,ACVV Huis van Niekerk,60000.0
69664,WESTERN CAPE,CHARITIES,Masincedane Gemeenskapdiens,511000.0
69390,WESTERN CAPE,CHARITIES,Community Development Resource Assoc.,440000.0
67297,WESTERN CAPE,CHARITIES,SPCA Cape of Good Hope,399015.0
65557,WESTERN CAPE,CHARITIES,Grandmothers Against Poverty & Aids-GAPA,707500.0
66543,WESTERN CAPE,CHARITIES,Abba Family Counselling Centre,595400.0
71331,WESTERN CAPE,CHARITIES,Coronation Memorial Home for the Aged,343999.0
68111,WESTERN CAPE,CHARITIES,Friends of Vista Nova,417134.0
67665,WESTERN CAPE,CHARITIES,Community Keepers,175125.0
69827,WESTERN CAPE,CHARITIES,Cape Flats Development Association,913746.0
66552,WESTERN CAPE,CHARITIES,SPCA King Williams Town,584869.0
67299,WESTERN CAPE,CHARITIES,Quasar Trust,195000.0
65958,WESTERN CAPE,CHARITIES,Cheshire Homes South Africa,351000.0
66869,WESTERN CAPE,CHARITIES,ACVV Huis Disa( Tulbagh),350091.0
61740,WESTERN CAPE,CHARITIES,Women For Peace Western Cape,261894.0
56152,WESTERN CAPE,CHARITIES,Die Eiland Huis Vir Gestremdes,68310.0
59416,WESTERN CAPE,CHARITIES,Beyond Expectation Environment Project,408300.0
52556,WESTERN CAPE,CHARITIES,ACVV Bothasig Creche,232020.0
53569,WESTERN CAPE,CHARITIES,R.D.P Training Centre,109429.5
66880,WESTERN CAPE,CHARITIES,Heaven's Nest (Child Care & Recreation Centre),407100.0
66029,WESTERN CAPE,CHARITIES,Jireh Community Projects,550800.0
69616,WESTERN CAPE,CHARITIES,Wallace Anderson Home,201800.0
67549,WESTERN CAPE,CHARITIES,Jag Sports & Education Trust,132381.0
69663,WESTERN CAPE,CHARITIES,Dienssentrum Strandcare Service Centre,85216.0
64117,WESTERN CAPE,CHARITIES,St Lukes Hospice,700530.0
51672,WESTERN CAPE,CHARITIES,ACVV Porterville,134890.0
60252,WESTERN CAPE,MISCELLANEOUS,Africa Genome Education Institute,2080716.0
28045,WESTERN CAPE,MISCELLANEOUS,SA Education & Environment Project,630000.0
35057,WESTERN CAPE,MISCELLANEOUS,SA Education & Environment Project,191500.0
75125,WESTERN CAPE,MISCELLANEOUS,Kibbutz El-Shammah,3150000.0
75149,WESTERN CAPE,MISCELLANEOUS,SA Tandem Association(WP),141432.0
28045,WESTERN CAPE,MISCELLANEOUS,SA Education & Environment Project,422410.0
35057,WESTERN CAPE,MISCELLANEOUS,SA Education & Environment Project,150000.0
75152,WESTERN CAPE,MISCELLANEOUS,Centre For Labour Force Development,421392.0
60488,WESTERN CAPE,SPORT,Central High School,99436.49
47175,WESTERN CAPE,SPORT,Ceres Golf Club,125571.0
60459,WESTERN CAPE,SPORT,South African Gymnastics Federation,1500000.0
62098,WESTERN CAPE,SPORT,Stellenbosch District Riding Club,199118.21
60489,WESTERN CAPE,SPORT,Southern Cape Cycling Association,516500.0
61100,WESTERN CAPE,SPORT,South African Kart Racing Academy,200000.0
48990,WESTERN CAPE,SPORT,Wynberg Girls Junior School,100000.0
48541,WESTERN CAPE,SPORT,Welwitschia Primary School,108320.25
61532,WESTERN CAPE,SPORT,Western Province Rugby Football Union,1000000.0
13479,WESTERN CAPE,SPORT,SA Lifesaving (Strandfontein Surf Lifesaving),242292.0
46522,WESTERN CAPE,SPORT,City of Cape Town,1500000.0
46585,WESTERN CAPE,SPORT,Western Province Motor Club,901420.0
46783,WESTERN CAPE,SPORT,Sports Science Institute of South Africa,200000.0
47681,WESTERN CAPE,SPORT,Oaklands High School,180000.0
61865,WESTERN CAPE,SPORT,Royal Cape Yacht Club,200000.0
62120,WESTERN CAPE,SPORT,StrandSurf Livesaving Club,197660.36
61064,WESTERN CAPE,SPORT,Constantia Bowling Club,177705.08
63868,WESTERN CAPE,SPORT,Struisbaai Primary School,2856262.06
46560,WESTERN CAPE,SPORT,Western Province Weightlifting Association,802739.0
47134,WESTERN CAPE,SPORT,South African Education and Environment,50000.0
46691,WESTERN CAPE,SPORT,South African Cycling Federation,4325953.0
46801,WESTERN CAPE,SPORT,S A Sport Aerobics & Fitness Federation,280209.75
62041,WESTERN CAPE,SPORT,Strand High School,100000.0
63462,WESTERN CAPE,SPORT,Peninsula Blind Bowlers,112100.0
62458,WESTERN CAPE,SPORT,South African Fly Fishing Association,200000.0
61552,WESTERN CAPE,SPORT,Womens High Perf Artistic Gym Org (WHPAGO),71500.0
61069,WESTERN CAPE,SPORT,Young Proteas Rugby Football Club,200000.0
49005,WESTERN CAPE,SPORT,Laerskool L K Zeeman,62875.5
47186,WESTERN CAPE,SPORT,Theewaterskloof Golf Club,200000.0
48213,WESTERN CAPE,SPORT,Yellowwood Primary School,100300.0
49267,WESTERN CAPE,SPORT,Klipheuwel Primere Skool,100000.0
48299,WESTERN CAPE,SPORT,Barrydale Hgih School,180000.0
48210,WESTERN CAPE,SPORT,Northwood Primary School,100000.0
49063,WESTERN CAPE,SPORT,Fish Hoek High School,180000.0
61989,WESTERN CAPE,SPORT,Vredenburg Tennis Club,200000.0
61827,WESTERN CAPE,SPORT,Boland Judo Union,1000000.0
49154,WESTERN CAPE,SPORT,Paul Roos Gymnasium,100000.0
61911,WESTERN CAPE,SPORT,South African Longboard Surfing Association,96000.0
61980,WESTERN CAPE,SPORT,Boland Sport Vereeniging Liggaamlik,200000.0
61889,WESTERN CAPE,SPORT,South African Disabled Golf Association,1000000.0
60462,WESTERN CAPE,SPORT,Bergvliet Sports Association,200237.85
49171,WESTERN CAPE,SPORT,Cape District Football Assoc,200020.0
61455,WESTERN CAPE,SPORT,Fedansa Western Cape,700000.0
61822,WESTERN CAPE,SPORT,Western Province Squash Racket Association,829379.0
61631,WESTERN CAPE,SPORT,South African Circle of Dance Academy,150000.0
62978,WESTERN CAPE,SPORT,Citrusdal Golf Club,180332.4
62875,WESTERN CAPE,SPORT,Stellenbosch Van Der Stel Bowling Club,198887.0
47210,WESTERN CAPE,SPORT,Net Vir Pret,50118.0
61619,WESTERN CAPE,SPORT,Atlantis Athletico,198820.0
64871,WESTERN CAPE,SPORT,Knysna United Rugby Club,181046.02
63108,WESTERN CAPE,SPORT,Boland Table Tennis Board,491656.0
49411,WESTERN CAPE,SPORT,Grabouw High School,116254.46
60687,WESTERN CAPE,SPORT,Blanco Laerskool Skoolfonds,136800.0
61660,WESTERN CAPE,SPORT,False Bay Rugby Football Club,190000.0
46386,WESTERN CAPE,SPORT,Boland Athletics,536666.0
48566,WESTERN CAPE,SPORT,Red River Laerskool,114776.0
46745,WESTERN CAPE,SPORT,Boland Tennis Association,562650.0
46651,WESTERN CAPE,SPORT,Western Province Athletics,400000.0
61824,WESTERN CAPE,SPORT,Cape Mental Health Society,50915.13
64083,WESTERN CAPE,SPORT,Western Province Netball Union,1000000.0
63138,WESTERN CAPE,SPORT,Western Cape Rowing,1003000.0
62825,WESTERN CAPE,SPORT,The Philippi Angels Baseball Club,175000.0
24439,WESTERN CAPE,SPORT,University of the Western Cape,746667.0
63836,WESTERN CAPE,SPORT,Eden Training Centre,38681.95
61549,WESTERN CAPE,SPORT,Federation of Dance Sport SA,1416000.0
25211,WESTERN CAPE,SPORT,Nederburg Primary School,250000.0
49276,WESTERN CAPE,SPORT,St Josephs Marist College,100000.0
32531,WESTERN CAPE,SPORT,City of Cape Town,1500000.0
60930,WESTERN CAPE,SPORT,Pinelands High School,107921.28
62994,WESTERN CAPE,SPORT,Robertson Cricket Club,204000.0
61288,WESTERN CAPE,SPORT,Hout Bay Yacht Club,200000.04
48966,WESTERN CAPE,SPORT,Somerset College,100000.0
61730,WESTERN CAPE,SPORT,Hendrik Louw Primary School,99950.0
32846,WESTERN CAPE,SPORT,Boland Athletics,320000.0
60636,WESTERN CAPE,SPORT,Robertson H/Skool Fonds,100000.0
63389,WESTERN CAPE,SPORT,Durbanville Rugby Club,203334.0
64425,WESTERN CAPE,SPORT,Tulbagh Pioneers Cricket Club,100000.0
49045,WESTERN CAPE,SPORT,Fish Hoek Primary School,180000.0
49273,WESTERN CAPE,SPORT,Stellenbosch Primary School,180000.0
26163,WESTERN CAPE,SPORT,Ferndale Primary School,350000.0
61607,WESTERN CAPE,SPORT,Bellville High School,104573.48
61868,WESTERN CAPE,SPORT,York High School Development Trust,100000.0
63365,WESTERN CAPE,SPORT,Cape Town Society for the Blind,49099.96
75092,WESTERN CAPE,SPORT,SA Institute for Drug Free Sport,1.88E7
46997,WESTERN CAPE,SPORT,Amy Biehl Foundation Trust,50000.0
62890,WESTERN CAPE,SPORT,U.C.T Rugby Club,200000.0
72808,WESTERN CAPE,SPORT,Hamilton Sea Point Rugby Football Club,28675.0
61268,WESTERN CAPE,SPORT,Bredasdorp Hoerskool,60000.0
11352,WESTERN CAPE,SPORT,Bergrivier Municipality,493000.0
46726,WESTERN CAPE,SPORT,South African Circle of Dance Academy,272300.0
64826,WESTERN CAPE,SPORT,Young Peoples Rugby Football Club,88436.25
61724,WESTERN CAPE,SPORT,Orion Organisation-Trust Account,50000.0
61595,WESTERN CAPE,SPORT,Kulani Secondary School,96000.0
61519,WESTERN CAPE,SPORT,Elsies River High School,52285.0
62837,WESTERN CAPE,SPORT,Yad B`Yad Trust,50361.0
64814,WESTERN CAPE,SPORT,Breerivier-Wynland Landelike Ontwikkelings Vereen.,49840.0
64026,WESTERN CAPE,SPORT,Gene Louw Primary School,101940.0
46691,WESTERN CAPE,SPORT,South African Cycling Federation,4325953.0
63820,WESTERN CAPE,SPORT,Red Eagles Football Club,49990.97
61919,WESTERN CAPE,SPORT,SA Toutrek,2000000.0
61203,WESTERN CAPE,SPORT,Wolseley Secondary School,93408.0
63587,WESTERN CAPE,SPORT,Hoerskoolfonds Oudtshoorn,100000.0
61594,WESTERN CAPE,SPORT,Mount View Senior Secondary School,48980.0
49172,WESTERN CAPE,SPORT,St Cyprian's School,180000.0
64561,WESTERN CAPE,SPORT,Rondebosch Boys High School,100000.0
65292,WESTERN CAPE,SPORT,Ebenezer Primary School,109413.0
62549,WESTERN CAPE,SPORT,Chess South Africa (CHESSA),1998100.0
62083,WESTERN CAPE,SPORT,Pniel Primere Skool,93107.48
62999,WESTERN CAPE,SPORT,Northpine United A.F.C,88096.6
62019,WESTERN CAPE,SPORT,Leliebloem House (Childrens Home),49610.0
63792,WESTERN CAPE,SPORT,Hessequa Municipality,527250.0
63881,WESTERN CAPE,SPORT,Hoerskool Heidelberg,110700.0
65463,WESTERN CAPE,SPORT,Western Province Tug of War Association,1500000.0
55677,NORTH WEST,ARTS,Maubane Community Cultural Village & Comm,562698.4
55069,NORTH WEST,ARTS,Bofaganang Women's Swimming Project,261227.9
55417,NORTH WEST,ARTS,Aganang Community Radio Station,250000.0
42127,NORTH WEST,ARTS,Kgothatsanang Organisation,78000.0
54569,NORTH WEST,ARTS,Aardklop National Arts Festival,3424341.2
56603,NORTH WEST,ARTS,Mphebatho Museum,5600000.0
73948,NORTH WEST,ARTS,Multi Vision Youth Development Project,4027038.18
74313,NORTH WEST,ARTS,Ramoshie Primary School,478861.59
54975,NORTH WEST,ARTS,Selemela Development Trust,345000.0
74460,NORTH WEST,ARTS,Lokgabeng Disabled Centre,1155583.58
73256,NORTH WEST,ARTS,A re Direng Caregivers,450000.0
43630,NORTH WEST,ARTS,North West Parks & Tourism Board,3445106.4
50036,NORTH WEST,CHARITIES,Evanna SAVF Home,622925.0
57208,NORTH WEST,CHARITIES,Tidimane Middle School,148580.0
51125,NORTH WEST,CHARITIES,Edith Smith Old Age Home (SAVF),111700.0
51290,NORTH WEST,CHARITIES,Mofumahadi Wa Tshepo Care,368882.0
52392,NORTH WEST,CHARITIES,Relemogile Middle School,290000.0
58348,NORTH WEST,CHARITIES,Tshaneng Primary School,280000.0
55953,NORTH WEST,CHARITIES,Reebone Secondary School,400000.0
59311,NORTH WEST,CHARITIES,Bagodiseng ECD(Early Childhood Develop),157545.0
54063,NORTH WEST,CHARITIES,Dipodi Primary School,216475.0
50661,NORTH WEST,CHARITIES,NG Weslyn Lichtenburg,60967.0
65499,NORTH WEST,CHARITIES,Stilfontein Child & Family Welfare Society,1009111.0
43076,NORTH WEST,CHARITIES,Ver-Wes Social Services,62750.0
61760,NORTH WEST,CHARITIES,Maboloka HIV/AIDS Awareness Organisation,801000.0
52379,NORTH WEST,CHARITIES,Thuto-Lesedi Primary School,400000.0
65845,NORTH WEST,CHARITIES,SAVF Ons Hulde Tehuis vir Bejaardes,490232.0
43063,NORTH WEST,CHARITIES,NG Welfare Zeerust,90307.0
58702,NORTH WEST,CHARITIES,Meerhof School (for Physically Disabled),907648.0
67298,NORTH WEST,CHARITIES,SPCA Mafikeng,877012.0
55605,NORTH WEST,CHARITIES,Touch (Neo Birth),570155.0
65335,NORTH WEST,CHARITIES,Makapanstad Rural Development Centre,300000.0
65457,NORTH WEST,CHARITIES,Kelebogole Day Care Centre,131847.0
52711,NORTH WEST,CHARITIES,Tshireletsego Care and Support,195045.0
59758,NORTH WEST,CHARITIES,Reatlegile Home Based Care,450450.0
69414,NORTH WEST,CHARITIES,Ikageng Home Based Care,207350.0
68079,NORTH WEST,CHARITIES,Brits Hospice,1211800.0
65651,NORTH WEST,CHARITIES,Hospice Rustenburg,927284.0
63592,NORTH WEST,CHARITIES,Tsibogang Christian Action Group,944000.0
64509,NORTH WEST,CHARITIES,SAVF Atamelang Shelter,229818.0
65959,NORTH WEST,CHARITIES,Abraham Kriel Childrens Home - Potch,1092000.0
63856,NORTH WEST,CHARITIES,Louis Swanepoel Home,250000.0
64506,NORTH WEST,CHARITIES,Maranatha Community Creche,379100.0
64942,NORTH WEST,CHARITIES,Mmadira D.C.C,524147.0
50690,NORTH WEST,CHARITIES,Lifeline (North West) Rustenburg,306097.0
69668,NORTH WEST,CHARITIES,Tlhaping Early Learning Centre,277107.0
65169,NORTH WEST,CHARITIES,Orearabetse Day Care Centre Funding,204900.0
66040,NORTH WEST,CHARITIES,Koster Home For The Aged,422370.0
51392,NORTH WEST,CHARITIES,SAVF Lou van Wyk Tehuis,87370.0
65355,NORTH WEST,CHARITIES,Mothutlong Network Against Domestic Violence,526704.0
66042,NORTH WEST,CHARITIES,Silwerjare Home For The Aged,500000.0
58823,NORTH WEST,CHARITIES,Rural Educational  Development Corporation,227650.0
50036,NORTH WEST,CHARITIES,Evanna SAVF Home,622925.0
57208,NORTH WEST,CHARITIES,Tidimane Middle School,148580.0
51125,NORTH WEST,CHARITIES,Edith Smith Old Age Home (SAVF),111700.0
51290,NORTH WEST,CHARITIES,Mofumahadi Wa Tshepo Care,368882.0
52392,NORTH WEST,CHARITIES,Relemogile Middle School,290000.0
58348,NORTH WEST,CHARITIES,Tshaneng Primary School,280000.0
55953,NORTH WEST,CHARITIES,Reebone Secondary School,400000.0
59311,NORTH WEST,CHARITIES,Bagodiseng ECD(Early Childhood Develop),157545.0
54063,NORTH WEST,CHARITIES,Dipodi Primary School,216475.0
50661,NORTH WEST,CHARITIES,NG Weslyn Lichtenburg,60967.0
65499,NORTH WEST,CHARITIES,Stilfontein Child & Family Welfare Society,1009111.0
43076,NORTH WEST,CHARITIES,Ver-Wes Social Services,62750.0
61760,NORTH WEST,CHARITIES,Maboloka HIV/AIDS Awareness Organisation,801000.0
52379,NORTH WEST,CHARITIES,Thuto-Lesedi Primary School,400000.0
65845,NORTH WEST,CHARITIES,SAVF Ons Hulde Tehuis vir Bejaardes,490232.0
43063,NORTH WEST,CHARITIES,NG Welfare Zeerust,90307.0
58702,NORTH WEST,CHARITIES,Meerhof School (for Physically Disabled),907648.0
67298,NORTH WEST,CHARITIES,SPCA Mafikeng,877012.0
55605,NORTH WEST,CHARITIES,Touch (Neo Birth),570155.0
65335,NORTH WEST,CHARITIES,Makapanstad Rural Development Centre,300000.0
65457,NORTH WEST,CHARITIES,Kelebogole Day Care Centre,131847.0
52711,NORTH WEST,CHARITIES,Tshireletsego Care and Support,195045.0
59758,NORTH WEST,CHARITIES,Reatlegile Home Based Care,450450.0
69414,NORTH WEST,CHARITIES,Ikageng Home Based Care,207350.0
68079,NORTH WEST,CHARITIES,Brits Hospice,1211800.0
65651,NORTH WEST,CHARITIES,Hospice Rustenburg,927284.0
63592,NORTH WEST,CHARITIES,Tsibogang Christian Action Group,944000.0
64509,NORTH WEST,CHARITIES,SAVF Atamelang Shelter,229818.0
65959,NORTH WEST,CHARITIES,Abraham Kriel Childrens Home - Potch,1092000.0
63856,NORTH WEST,CHARITIES,Louis Swanepoel Home,250000.0
64506,NORTH WEST,CHARITIES,Maranatha Community Creche,379100.0
64942,NORTH WEST,CHARITIES,Mmadira D.C.C,524147.0
50690,NORTH WEST,CHARITIES,Lifeline (North West) Rustenburg,306097.0
69668,NORTH WEST,CHARITIES,Tlhaping Early Learning Centre,277107.0
65169,NORTH WEST,CHARITIES,Orearabetse Day Care Centre Funding,204900.0
66040,NORTH WEST,CHARITIES,Koster Home For The Aged,422370.0
51392,NORTH WEST,CHARITIES,SAVF Lou van Wyk Tehuis,87370.0
65355,NORTH WEST,CHARITIES,Mothutlong Network Against Domestic Violence,526704.0
66042,NORTH WEST,CHARITIES,Silwerjare Home For The Aged,500000.0
58823,NORTH WEST,CHARITIES,Rural Educational  Development Corporation,227650.0
69358,NORTH WEST,CHARITIES,Love Ministry (a/c Apostolic Faith Mission Love Ministry),27975.0
64941,NORTH WEST,CHARITIES,Prosperity Nursery & Pre-school,580997.0
64905,NORTH WEST,CHARITIES,Sunshine Self-Help Association for PWD,500000.0
65777,NORTH WEST,CHARITIES,Christelike Maatskaplike Raad Rustenburg,232058.0
66091,NORTH WEST,CHARITIES,Little Angels Day Care Centre,169598.0
66041,NORTH WEST,CHARITIES,NG Welfare Klerksdorp,370800.0
70222,NORTH WEST,CHARITIES,Mmoledi Care Centre,198450.0
44084,NORTH WEST,CHARITIES,Tshwaraganang Day Care Cnt,151500.0
66505,NORTH WEST,CHARITIES,Wolmaransstad Home For The Aged,547170.0
66090,NORTH WEST,CHARITIES,Lebogang Day Care Centre,993941.0
66002,NORTH WEST,CHARITIES,Ha Phororo/Empophomeni (a/c Waterfall),787500.0
54247,NORTH WEST,CHARITIES,Mantjedi Special School,413850.0
41260,NORTH WEST,CHARITIES,Re Ka Kgona Project,675500.0
59557,NORTH WEST,CHARITIES,Childline North West,764545.0
52139,NORTH WEST,CHARITIES,Itirele Day Care Centre,164135.0
58609,NORTH WEST,CHARITIES,Tsogwe Primary School,340000.0
66532,NORTH WEST,CHARITIES,SAVF Family Care Potchefstroom,461070.0
66529,NORTH WEST,CHARITIES,Helping Hand Hospice,632360.0
65941,NORTH WEST,CHARITIES,Tshireletso Support Group,481000.0
66290,NORTH WEST,CHARITIES,Evanna SAVF Home,580000.0
70530,NORTH WEST,CHARITIES,Tecford Centre,1337499.0
66514,NORTH WEST,CHARITIES,Tshepo Training & Capacity Building,415171.0
67315,NORTH WEST,CHARITIES,Potchefstroom Service Centre for the Aged,248383.0
66047,NORTH WEST,CHARITIES,NG Welsyn Schweizer-Reneke,255595.0
64316,NORTH WEST,CHARITIES,Thusanang Old Age Club,722000.0
66463,NORTH WEST,CHARITIES,Phokeng Trauma Centre,200000.0
70224,NORTH WEST,CHARITIES,SAVF Lou van Wyk Tehuis,99331.0
52447,NORTH WEST,CHARITIES,Phaposane Primary School,180000.0
69670,NORTH WEST,CHARITIES,Thusano Counselling Care Support,450000.0
69438,NORTH WEST,CHARITIES,Kopanang Day Care Centre,121045.0
65335,NORTH WEST,CHARITIES,Makapanstad Rural Development Centre,226500.0
63132,NORTH WEST,CHARITIES,Lesedi Modderkuil Edu-Care,115400.0
69316,NORTH WEST,CHARITIES,KAS Group(Kopano Aids Support),300000.0
66995,NORTH WEST,CHARITIES,Obakeng Disability Organisation,417000.0
66046,NORTH WEST,CHARITIES,NG Welfare Potchefstroom,371000.0
68970,NORTH WEST,CHARITIES,Mpepu-Nnaka ELC,224641.0
65454,NORTH WEST,CHARITIES,Tumelo Early Learning Centre,367277.0
67412,NORTH WEST,CHARITIES,NG Welfare Zeerust,258580.0
65400,NORTH WEST,CHARITIES,Rustenburg Child & Family Welfare,1049208.0
52392,NORTH WEST,CHARITIES,Relemogile Middle School,290000.0
66508,NORTH WEST,CHARITIES,NG Welfare No 1(Bloemhof),204900.0
68374,NORTH WEST,CHARITIES,Sanpark Centre,981560.0
69577,NORTH WEST,CHARITIES,Baptist Children Centre,894800.0
56752,NORTH WEST,CHARITIES,Residentia Stigting,136087.0
53396,NORTH WEST,CHARITIES,Ver-Wes Social Services,278562.0
67106,NORTH WEST,CHARITIES,Zeerust Tehuis vir Bejaardes,388861.0
69292,NORTH WEST,CHARITIES,Utlwanang Council of Churches,172750.0
43065,NORTH WEST,CHARITIES,Klerksdorp Home for the Aged,300000.0
65676,NORTH WEST,CHARITIES,Sunrise Creche,398372.0
57680,NORTH WEST,CHARITIES,Tsogo/Resurrection Projects,54499.0
50891,NORTH WEST,CHARITIES,Mogodu Children's Home,166432.0
69493,NORTH WEST,CHARITIES,Tshaneng Day Care Centre,272597.0
55716,NORTH WEST,CHARITIES,Utlwanang Community Care Centre,46224.0
66134,NORTH WEST,CHARITIES,Triest Training Centre,322000.0
67805,NORTH WEST,CHARITIES,Huis Delarey Tuiste vir Bejaardes,370000.0
65943,NORTH WEST,CHARITIES,Atamelang Creche,223010.0
67931,NORTH WEST,CHARITIES,Tshupe Hospice(OVC),339600.0
66683,NORTH WEST,CHARITIES,Vessels of Mercy,190000.0
67211,NORTH WEST,CHARITIES,Christelike Maatskaplike Raad Brits,314472.0
68609,NORTH WEST,CHARITIES,Childrens Care Centre(Methodist Church SA),246100.0
64164,NORTH WEST,CHARITIES,Grace Help Centre,459000.0
66209,NORTH WEST,CHARITIES,FAMSA Potchefstroom,779643.0
68043,NORTH WEST,CHARITIES,Thusano Pre-School,60250.0
