Project Number,Province,Sector,Name,Amount
65823,KWAZULU-NATAL,CHARITIES,Mzamo Child Guidance Clinic,997000.0
66128,KWAZULU-NATAL,CHARITIES,Feed the Babies Fund,800000.0
64713,KWAZULU-NATAL,CHARITIES,The Friends In Ireland Trust,349800.0
66159,KWAZULU-NATAL,CHARITIES,Sibusisiwe Community Creche,360652.0
62592,KWAZULU-NATAL,CHARITIES,Rejoice Creche,159000.0
62816,KWAZULU-NATAL,CHARITIES,Sizimisele Development Trust,162750.0
70273,KWAZULU-NATAL,CHARITIES,Amanzimtoti Trauma Unit,58000.0
67486,KWAZULU-NATAL,CHARITIES,Siyaphambili Creche,206546.0
67602,KWAZULU-NATAL,CHARITIES,Pathways,60000.0
62582,KWAZULU-NATAL,CHARITIES,Egugulethu Pre School,212500.0
66756,KWAZULU-NATAL,CHARITIES,Emoyeni Educare Centre,529200.0
65418,KWAZULU-NATAL,CHARITIES,South Africans Against Drunk Driving,375000.0
66779,KWAZULU-NATAL,CHARITIES,Edzimkulu,436893.0
66695,KWAZULU-NATAL,CHARITIES,Focus on Ithemba,957650.0
66222,KWAZULU-NATAL,CHARITIES,Verulam Frail & Day Care Centre for the Aged,506419.0
66795,KWAZULU-NATAL,CHARITIES,Themba Club,998900.0
69552,KWAZULU-NATAL,CHARITIES,Dignity Centre,163264.0
50805,KWAZULU-NATAL,CHARITIES,Enduduzweni Drop-In & Information Centre,120456.0
65867,KWAZULU-NATAL,CHARITIES,Network Action Group,607559.0
53903,KWAZULU-NATAL,CHARITIES,Media In Education Trust(MIET) Africa,132988.0
66273,KWAZULU-NATAL,CHARITIES,South Coast Hospice Association,952400.0
65870,KWAZULU-NATAL,CHARITIES,Inkanyezi Community Development,511000.0
66256,KWAZULU-NATAL,CHARITIES,Sinamandla,200000.0
69488,KWAZULU-NATAL,CHARITIES,Masithuthukisane Community Organisation,822289.0
70253,KWAZULU-NATAL,CHARITIES,Zululand Hospice Association,1425000.0
54017,KWAZULU-NATAL,CHARITIES,Rural Womens Movement,638525.0
70195,KWAZULU-NATAL,CHARITIES,TAFTA (The Association for the Aged),1163849.0
66738,KWAZULU-NATAL,CHARITIES,Ethelbert Children's Home,885106.0
67259,KWAZULU-NATAL,CHARITIES,Ahihhanyeni Community Project,77500.0
66941,KWAZULU-NATAL,CHARITIES,Vuka Uzithathe,172959.0
66907,KWAZULU-NATAL,CHARITIES,Siyathandwa Community Outreach Centre,49350.0
67590,KWAZULU-NATAL,CHARITIES,Ithemba Lethu,247000.0
66945,KWAZULU-NATAL,CHARITIES,SAVF Jubileum Tehuis,277656.0
57582,KWAZULU-NATAL,CHARITIES,Enkulisweni LP School,289035.0
70281,KWAZULU-NATAL,CHARITIES,Inqubeko  Projects,97400.0
66903,KWAZULU-NATAL,CHARITIES,Emuseni Centre for the Aged,250000.0
69543,KWAZULU-NATAL,CHARITIES,Verulam Child & Family Welfare Society,625923.0
66361,KWAZULU-NATAL,CHARITIES,Durban Childrens Home,990000.0
65884,KWAZULU-NATAL,CHARITIES,Vryheid Child & Family Welfare Society,687032.0
70211,KWAZULU-NATAL,CHARITIES,SAVF Service Centre Glencoe,135749.0
58087,KWAZULU-NATAL,CHARITIES,Idlamadoda Secondary School,409600.0
66530,KWAZULU-NATAL,CHARITIES,Pietermaritzburg Mental Health Society,780000.0
67237,KWAZULU-NATAL,CHARITIES,Marian Home for the Aged,350000.0
66307,KWAZULU-NATAL,CHARITIES,Stanger & District Child & Family Welfare Society,962000.0
66489,KWAZULU-NATAL,CHARITIES,Meyrick Bennett Childrens Centre,412784.0
66032,KWAZULU-NATAL,CHARITIES,Living Hope Halfway House,799469.0
63578,KWAZULU-NATAL,CHARITIES,Brotherhood of Blessed Gerard T/A BG Care Centre,500000.0
67445,KWAZULU-NATAL,CHARITIES,Zanele Creche,238153.0
66021,KWAZULU-NATAL,CHARITIES,Cheshire Home Merewent,853500.0
66359,KWAZULU-NATAL,CHARITIES,John Peattie House,310000.0
67166,KWAZULU-NATAL,CHARITIES,Umtapo Centre,950200.0
67443,KWAZULU-NATAL,CHARITIES,Zamokuhle Creche Madadeni,500000.0
64103,KWAZULU-NATAL,CHARITIES,Amakhumbuza Community Development,234351.0
66715,KWAZULU-NATAL,CHARITIES,Molweni Zimele Centre for Mentally & P.C.C,341053.0
66798,KWAZULU-NATAL,CHARITIES,Dare to Dream Children's Trust,155250.0
69601,KWAZULU-NATAL,CHARITIES,St Vincents Childrens Home,974661.0
67226,KWAZULU-NATAL,CHARITIES,Life Line Zululand,604926.0
63309,KWAZULU-NATAL,CHARITIES,Pietermaritzburg Benevolent Society,610000.0
66546,KWAZULU-NATAL,CHARITIES,Thandanani Children's Foundation,785150.0
65541,KWAZULU-NATAL,CHARITIES,Senzokuhle Organisation,567500.0
51493,KWAZULU-NATAL,CHARITIES,Pietermaritzburg Childrens Homes (No.2 a/c),3121365.0
52636,KWAZULU-NATAL,CHARITIES,Genyaneni Community Care Services,162500.0
71317,KWAZULU-NATAL,CHARITIES,Sizanani SA,437655.0
69320,KWAZULU-NATAL,CHARITIES,FAMSA Durban,1083708.0
51085,KWAZULU-NATAL,CHARITIES,Sicelinceba Health Organisation,290642.0
65318,KWAZULU-NATAL,CHARITIES,Vukuzondle Community Development,107657.0
69502,KWAZULU-NATAL,CHARITIES,Amakhasi Clinic,291207.0
65576,KWAZULU-NATAL,CHARITIES,Amanzimtoti Child & Family Welfare,393497.0
67424,KWAZULU-NATAL,CHARITIES,Margate & District Child & Family Care Centre,971973.0
67300,KWAZULU-NATAL,CHARITIES,Childline Kwazulu Natal,981949.0
69677,KWAZULU-NATAL,CHARITIES,Assoc for the Physically Challenged South Natal,258073.0
69342,KWAZULU-NATAL,CHARITIES,Highway Hospice Association,578000.0
69682,KWAZULU-NATAL,CHARITIES,Masakhane Organisation of SA,290100.0
66722,KWAZULU-NATAL,CHARITIES,Zisize (Ingwavuma) Educational Trust,973000.0
67472,KWAZULU-NATAL,CHARITIES,Daluxolo Day Care Centre,123878.0
67305,KWAZULU-NATAL,CHARITIES,Scelukukhanya  Home Based Care,200000.0
52798,KWAZULU-NATAL,CHARITIES,Sparks Estate Cheshire Homes,752112.0
66887,KWAZULU-NATAL,CHARITIES,NCVV Huis Joanna,296500.0
66913,KWAZULU-NATAL,CHARITIES,Ilala Senior Citizens Care Centre,105000.0
59198,KWAZULU-NATAL,CHARITIES,Umdoni and Vulamehlo HIV/AID Association,150593.0
58772,KWAZULU-NATAL,CHARITIES,Consortium for Women Empowerment,260000.0
59101,KWAZULU-NATAL,CHARITIES,Star For Life-Aids Free That's Me,256400.0
54205,KWAZULU-NATAL,CHARITIES,Madlala Full Service School,147400.0
57687,KWAZULU-NATAL,CHARITIES,Sihangwana Primary School,110605.0
66648,KWAZULU-NATAL,CHARITIES,SAVF Skemergenot Dienssentrum,45000.0
66057,KWAZULU-NATAL,CHARITIES,Children in Distress Network,481500.0
65992,KWAZULU-NATAL,CHARITIES,Lungisisa Indlela Village,1200000.0
58772,KWAZULU-NATAL,CHARITIES,Consortium for Women Empowerment,500.0
57779,KWAZULU-NATAL,CHARITIES,Nhlokomo Mzomuhle ECD,170000.0
53277,KWAZULU-NATAL,CHARITIES,Abalindi Welfare Society,1000000.0
66804,KWAZULU-NATAL,CHARITIES,Childrens Assessment & Therapy Centre Trust,678000.0
65859,KWAZULU-NATAL,CHARITIES,1000 Hills Community Helpers,899379.0
65751,KWAZULU-NATAL,CHARITIES,Verulam Regional Hospice,350000.0
67201,KWAZULU-NATAL,CHARITIES,Stella Pre -Primary School and Care Centre,250000.0
67982,KWAZULU-NATAL,CHARITIES,Kwanhliziyonye Resource Care Centre,134500.0
60279,KWAZULU-NATAL,MISCELLANEOUS,Umzinyathi District Municipality,1.024472815E7
43472,KWAZULU-NATAL,MISCELLANEOUS,Health Systems Trust,1.995E7
60076,KWAZULU-NATAL,MISCELLANEOUS,Indlela- (Changed to Domino Foundation),2687546.8
72418,KWAZULU-NATAL,MISCELLANEOUS,AWIF(African Women Empowerment Forum),727000.0
75030,KWAZULU-NATAL,MISCELLANEOUS,Rural Womens Movement,4800000.0
60279,KWAZULU-NATAL,MISCELLANEOUS,Umzinyathi District Municipality,4390597.79
60921,KWAZULU-NATAL,SPORT,Melokuhle Combined School,103500.0
60922,KWAZULU-NATAL,SPORT,Fabeni Primary School,103000.0
48403,KWAZULU-NATAL,SPORT,Nodumo Secondary School,103000.0
60776,KWAZULU-NATAL,SPORT,Howick Spurs Football Club,50000.0
60857,KWAZULU-NATAL,SPORT,Jabavu School,103000.0
60867,KWAZULU-NATAL,SPORT,Dlenyana School,101500.0
61320,KWAZULU-NATAL,SPORT,MT. Patridge Boys Football Club,49020.0
60774,KWAZULU-NATAL,SPORT,Rebels Football Club,50000.0
60898,KWAZULU-NATAL,SPORT,Nocomboshe C P School,102250.0
60861,KWAZULU-NATAL,SPORT,Ngwebini Primary School,102000.0
60869,KWAZULU-NATAL,SPORT,Nomahaye  CP School,104500.0
60882,KWAZULU-NATAL,SPORT,Mhlazane Primary School,102500.0
60866,KWAZULU-NATAL,SPORT,Batshe Primary School,100000.0
60753,KWAZULU-NATAL,SPORT,Ntinini Primary School,109250.0
60862,KWAZULU-NATAL,SPORT,Ntili CP School,103300.0
60874,KWAZULU-NATAL,SPORT,Phumela Primary School,101800.0
60724,KWAZULU-NATAL,SPORT,Cassino Primary School,100000.0
60754,KWAZULU-NATAL,SPORT,Somashi High School,105000.0
60739,KWAZULU-NATAL,SPORT,Boschkloof Intermediate School,102000.0
61058,KWAZULU-NATAL,SPORT,National Association for Blind Bowlers,110000.0
60755,KWAZULU-NATAL,SPORT,Sampofu Primary School,107400.0
60840,KWAZULU-NATAL,SPORT,Hillary Primary School,100000.0
60629,KWAZULU-NATAL,SPORT,Nuwe Republiek School,91650.0
61710,KWAZULU-NATAL,SPORT,Margate Country Club,200000.0
61644,KWAZULU-NATAL,SPORT,Mpala United Football Club,50000.0
61937,KWAZULU-NATAL,SPORT,Thangithini W Ngcobo T/A Stallions F/Ball Club,50000.0
48498,KWAZULU-NATAL,SPORT,Tongaat Primary School,100000.0
61353,KWAZULU-NATAL,SPORT,Maphaya Primary School,100000.0
48128,KWAZULU-NATAL,SPORT,Mbusweni CP School,79500.0
48219,KWAZULU-NATAL,SPORT,Sidumile Primary School,179900.0
47724,KWAZULU-NATAL,SPORT,Sigisi Primary School,500000.0
60852,KWAZULU-NATAL,SPORT,Nomafu High School,104000.0
60751,KWAZULU-NATAL,SPORT,Makhandana Primary School,100000.0
60896,KWAZULU-NATAL,SPORT,Lotto CP School,100000.0
61616,KWAZULU-NATAL,SPORT,Ngxongwane Primary School,100000.0
60863,KWAZULU-NATAL,SPORT,Joylands Primary School,100000.0
61340,KWAZULU-NATAL,SPORT,Mhlumeni School Committee,100000.0
61796,KWAZULU-NATAL,SPORT,Xolani High School,100000.0
60919,KWAZULU-NATAL,SPORT,Isilutshana Primary School,90300.0
60744,KWAZULU-NATAL,SPORT,Munywana Primary School,100000.0
60767,KWAZULU-NATAL,SPORT,Mathukulula Secpndary School,100000.0
60902,KWAZULU-NATAL,SPORT,Esikhumbuzweni Secondary School,100000.0
60881,KWAZULU-NATAL,SPORT,Thulasizwe Primary School,104300.0
60855,KWAZULU-NATAL,SPORT,Indlozana High School,100000.0
62117,KWAZULU-NATAL,SPORT,Woodview Aquatic Club,83075.38
60737,KWAZULU-NATAL,SPORT,Mlandowethu Senior Secondary School,101000.0
49107,KWAZULU-NATAL,SPORT,Gelofte Skool,184680.0
61025,KWAZULU-NATAL,SPORT,The Bell Bowling Club,200000.0
60633,KWAZULU-NATAL,SPORT,Athlone Park Primary School,103263.0
61806,KWAZULU-NATAL,SPORT,Ntabende Primary School,50000.0
60879,KWAZULU-NATAL,SPORT,Ndlelanhle Secondary School,102000.0
61207,KWAZULU-NATAL,SPORT,Umhlanga Rocks Surf Lifesaving Club,200000.0
62184,KWAZULU-NATAL,SPORT,Mzimela High School,100997.0
49129,KWAZULU-NATAL,SPORT,Sarasvati Primary School,100000.0
61726,KWAZULU-NATAL,SPORT,KZN Canoe Union,994350.0
60688,KWAZULU-NATAL,SPORT,Brighton Beach Senior Primary School,100000.0
48125,KWAZULU-NATAL,SPORT,Buhlebomzinyathi School,178314.0
60920,KWAZULU-NATAL,SPORT,Qediphika Primary School,99500.0
60730,KWAZULU-NATAL,SPORT,Mfunzi Combined School,105000.0
61345,KWAZULU-NATAL,SPORT,Kwadonsa L P School,100000.0
48126,KWAZULU-NATAL,SPORT,Vikinduku Primary School,189744.0
61786,KWAZULU-NATAL,SPORT,Wetsie Secondary School,100000.0
61776,KWAZULU-NATAL,SPORT,Esibila Primary School,100000.0
48263,KWAZULU-NATAL,SPORT,Mpungane Primary School,100000.0
61335,KWAZULU-NATAL,SPORT,Ekuveleni LP School Committee,100000.0
60917,KWAZULU-NATAL,SPORT,Zindlalele Secondary School,100000.0
61809,KWAZULU-NATAL,SPORT,Ntendeka C.P School,100000.0
60752,KWAZULU-NATAL,SPORT,Mtshilo Primary School,100000.0
61774,KWAZULU-NATAL,SPORT,Inkunzi Primary School,100000.0
60746,KWAZULU-NATAL,SPORT,Dlangamandla Primary School,100000.0
61929,KWAZULU-NATAL,SPORT,Dumangobuhle Primary School,99500.0
61777,KWAZULU-NATAL,SPORT,Ndlangamandla High School,99000.0
61080,KWAZULU-NATAL,SPORT,SAFA Uthukela Region,250000.0
61248,KWAZULU-NATAL,SPORT,Prospect Tennis Club,200000.0
60733,KWAZULU-NATAL,SPORT,Mziwenkosi Primary School,100000.0
62136,KWAZULU-NATAL,SPORT,Fulton School (Deaf),101515.0
61249,KWAZULU-NATAL,SPORT,KZN Tennis Association,1000000.0
63319,KWAZULU-NATAL,SPORT,Midlands Tennis Association,145391.0
62707,KWAZULU-NATAL,SPORT,Langazela Secondary School,100000.0
61813,KWAZULU-NATAL,SPORT,Northwood Crusaders Sports Club,200716.0
61332,KWAZULU-NATAL,SPORT,Hopewell Stars Football Club,50000.0
61325,KWAZULU-NATAL,SPORT,Inhlakanipho Yamaqhawe Football Club,50000.0
60356,KWAZULU-NATAL,SPORT,Inqubeko  Projects,48441.0
61643,KWAZULU-NATAL,SPORT,Bangobile Football Club,50000.0
61942,KWAZULU-NATAL,SPORT,Mbambangalo Football Club,50000.0
62105,KWAZULU-NATAL,SPORT,Bayview Swimming Club,204067.8
62853,KWAZULU-NATAL,SPORT,Mangosuthu University of Technology,1226012.0
62557,KWAZULU-NATAL,SPORT,Canoeing South Africa,1929125.0
61819,KWAZULU-NATAL,SPORT,Ikhwezi High School - A/c Incandu High School,100000.0
63264,KWAZULU-NATAL,SPORT,Kwazulu Natal Squash Union,892400.0
62091,KWAZULU-NATAL,SPORT,Burning Ball School of Soccer Excellence,49631.3
61811,KWAZULU-NATAL,SPORT,Masotsheni Primary School,103000.0
60923,KWAZULU-NATAL,SPORT,Nyonyana School Development,100000.0
61801,KWAZULU-NATAL,SPORT,Nyoniyezwe Secondary School,100000.0
60570,KWAZULU-NATAL,SPORT,KZN Ladies Golf Association,480300.0
61781,KWAZULU-NATAL,SPORT,Gwija Primary School,99000.0
63135,KWAZULU-NATAL,SPORT,Inanda Seminary,99712.0
60727,KWAZULU-NATAL,SPORT,Mbomvu HP School,60027.0
48118,KWAZULU-NATAL,SPORT,Mnambithi Primary School,180470.0
61810,KWAZULU-NATAL,SPORT,Amazulu High School,100060.0
71956,KWAZULU-NATAL,SPORT,Qongwana Primary School,100000.0
61955,KWAZULU-NATAL,SPORT,Inqolayolwazi S P School,100000.0
46700,KWAZULU-NATAL,SPORT,SA Lifesaving,649677.0
61234,KWAZULU-NATAL,SPORT,Durban Tennis Association,200000.0
60956,KWAZULU-NATAL,SPORT,Stabo Primary School,100000.0
61803,KWAZULU-NATAL,SPORT,Siyawela Lower Primary School,100000.0
60916,KWAZULU-NATAL,SPORT,Funulwazi Secondary School,100000.0
61712,KWAZULU-NATAL,SPORT,Marburg Primary School,100000.0
62086,KWAZULU-NATAL,SPORT,KZN Academy of Sport,1500000.0
62129,KWAZULU-NATAL,SPORT,University of Zululand,1121054.0
60729,KWAZULU-NATAL,SPORT,Empathe Primary School,100000.0
49015,KWAZULU-NATAL,SPORT,Woodlands Primary School,180000.0
61174,KWAZULU-NATAL,SPORT,Dayiswayo Primary School,100000.0
61250,KWAZULU-NATAL,SPORT,Bellevue Lawn Tennis Club,201058.0
64114,KWAZULU-NATAL,SPORT,Glenhaven Secondary School,85500.0
61791,KWAZULU-NATAL,SPORT,Tlokweng Primary School,99000.0
61231,KWAZULU-NATAL,SPORT,Khayangodumo LP School,100000.0
47092,KWAZULU-NATAL,SPORT,Warnadoone Lifesaving Club,201981.12
60901,KWAZULU-NATAL,SPORT,Fisokuhle Primary School,100000.0
48428,KWAZULU-NATAL,SPORT,Mndeni Primary School,100000.0
72486,KWAZULU-NATAL,SPORT,Khandane Primary School,100000.0
63744,KWAZULU-NATAL,SPORT,Natal Canoe Club,101476.81
61036,KWAZULU-NATAL,SPORT,Huttenpark Primary School,106524.0
24318,KWAZULU-NATAL,SPORT,KZ-N Aquatics,766667.0
61944,KWAZULU-NATAL,SPORT,Mighty Tigers Football Club,50000.0
60814,KWAZULU-NATAL,SPORT,Hoerskool Suid-Natal,100000.0
63412,KWAZULU-NATAL,SPORT,Matatiele Golf Club,91749.47
60777,KWAZULU-NATAL,SPORT,Blackburn Football Club,50000.0
62378,KWAZULU-NATAL,SPORT,Maritzburg Rovers Football Club,54110.0
62121,KWAZULU-NATAL,SPORT,Cygnus Amateur Swimming Club,116459.0
65447,KWAZULU-NATAL,SPORT,South African Underwater Fishing Federation,1652263.0
39478,KWAZULU-NATAL,SPORT,Sinethezekile Public Primary School,330000.0
61800,KWAZULU-NATAL,SPORT,Kubuyakwezwe Primary School,100000.0
62034,KWAZULU-NATAL,SPORT,Mdlelanga Primary School,82797.0
64600,KWAZULU-NATAL,SPORT,Khanyanjalo Junior Primary School,99910.0
62759,KWAZULU-NATAL,SPORT,Iwangu Combined Primary School,52635.0
62640,KWAZULU-NATAL,SPORT,Nkiyankiya School,50000.0
64867,KWAZULU-NATAL,SPORT,SA Riding for the Disabled-Durban,111830.0
61973,KWAZULU-NATAL,SPORT,Mthandi Combined Primary School,50000.0
62762,KWAZULU-NATAL,SPORT,Mangwazana High School,100000.0
63346,KWAZULU-NATAL,SPORT,Overport SRS Primary School,107920.0
61728,KWAZULU-NATAL,SPORT,Racing and Equestrian Academy,50000.0
49065,KWAZULU-NATAL,SPORT,Westville Senior Primary School,100000.0
60990,KWAZULU-NATAL,SPORT,Verulam Primary School,99995.1
61794,KWAZULU-NATAL,SPORT,Kadwa Secondary School,50775.0
62444,KWAZULU-NATAL,SPORT,Winklespruit Surf Life Saving Club,200000.0
62070,KWAZULU-NATAL,SPORT,Kwabhakabhu Football Club,50000.0
63718,KWAZULU-NATAL,SPORT,Kwazulu Natal Indigenous Games Council,371600.0
61343,KWAZULU-NATAL,SPORT,Mfingose Primary School,100000.0
60762,KWAZULU-NATAL,SPORT,Muntu High School,105500.0
64296,KWAZULU-NATAL,SPORT,Durban Preparatory High School,100000.0
63013,KWAZULU-NATAL,SPORT,Silverdale Primary School,99999.66
60897,KWAZULU-NATAL,SPORT,Ndabankulu Primary School,100000.0
66836,KWAZULU-NATAL,SPORT,Kwabamba J S School,99200.0
64449,KWAZULU-NATAL,SPORT,Kokstad College,67497.0
62477,KWAZULU-NATAL,SPORT,Siyokomana School Committee,60000.0
55397,LIMPOPO,ARTS,Mapula Primary School,77400.2
55331,LIMPOPO,ARTS,Rivoningo Family Preservation Project,408415.0
56537,LIMPOPO,ARTS,Mabushe Secondary School,260518.0
56643,LIMPOPO,ARTS,Slovo Park Primary School,76352.4
56224,LIMPOPO,ARTS,Hlatlaganya Drop In Centre,367126.36
55093,LIMPOPO,ARTS,The Best Art Centre,201206.0
22957,LIMPOPO,ARTS,Thohoyandou Victim Empowerment Programme,195215.0
56516,LIMPOPO,ARTS,Neotha Arts & Culture,496200.0
56581,LIMPOPO,ARTS,Human Resource & Social Information Centre,1845081.31
56621,LIMPOPO,ARTS,Magate-Leope Primary School,93373.22
46179,LIMPOPO,ARTS,Ramakhuma Primary School,104892.0
41498,LIMPOPO,ARTS,Poverty Alleviation & Support for PWA,2603285.0
55659,LIMPOPO,ARTS,Ifalashu Craft Group,542120.0
54592,LIMPOPO,ARTS,Khanimamba Training & Resource Centre,415350.0
59865,LIMPOPO,ARTS,Ifalashu Craft Group,1700952.0
35459,LIMPOPO,ARTS,Africa Resources Trust,945000.0
37520,LIMPOPO,ARTS,Southern African Wildlife College,3077463.0
72598,LIMPOPO,ARTS,University of Venda,9000000.0
56329,LIMPOPO,ARTS,Mohlaletse Home Based Care,3449992.0
54918,LIMPOPO,ARTS,Bosele Dawn Drop In Centre,245825.2
72843,LIMPOPO,ARTS,Youth Channel Group,6246000.0
56332,LIMPOPO,ARTS,Ikholofeleng Service Club,29870.0
56303,LIMPOPO,ARTS,Lenkwane La Maphiri Drop In Centre,181020.0
72957,LIMPOPO,ARTS,Limpopo Youth Orchestra,7876616.05
54655,LIMPOPO,ARTS,Ridgeway College,539332.11
56737,LIMPOPO,ARTS,Kgapane High School,210440.4
21942,LIMPOPO,ARTS,Tinkawu Theatre Laboratory,1146075.0
56066,LIMPOPO,ARTS,Kgwana Community Centre,137220.0
73038,LIMPOPO,ARTS,Itireleng Educational Project,4114152.0
53171,LIMPOPO,CHARITIES,Nwamalobye High School,400000.0
51099,LIMPOPO,CHARITIES,Pheladi Community Creche,233700.0
59278,LIMPOPO,CHARITIES,Itumeleng Communities Orphanage Centre,822686.0
51131,LIMPOPO,CHARITIES,Phela-O-Phedise Drop In Centre,150800.0
58332,LIMPOPO,CHARITIES,Tau-Kwena Primary School,380000.0
59031,LIMPOPO,CHARITIES,Grootkop Creche,41150.0
59561,LIMPOPO,CHARITIES,Hlatlaganya Drop In Centre,415719.0
57977,LIMPOPO,CHARITIES,Fahloshang Project,122888.0
53922,LIMPOPO,CHARITIES,Kgomontswere Primary School,380000.0
51065,LIMPOPO,CHARITIES,Tshimbupfe Home Based Care,195423.0
56897,LIMPOPO,CHARITIES,Charlotte Makgomo Maxeke Drop In Centre,174206.0
51329,LIMPOPO,CHARITIES,Kgobokoane Youth on Aids Awareness,241335.0
59038,LIMPOPO,CHARITIES,Tooseng Home Based Care,450670.0
59339,LIMPOPO,CHARITIES,Roossenekal Home Based Care,345588.0
59536,LIMPOPO,CHARITIES,Lufuno Drop In Centre,434319.0
51792,LIMPOPO,CHARITIES,Monamodi Matsepe Secondary School,450000.0
58414,LIMPOPO,CHARITIES,Future Educare Centre,249182.0
59529,LIMPOPO,CHARITIES,Mahematshena School Committee,400000.0
59571,LIMPOPO,CHARITIES,Molepo Home Based  & Counseling Centre,212375.0
51644,LIMPOPO,CHARITIES,Vuvha Home Based Care,187081.0
59560,LIMPOPO,CHARITIES,Sasekani Community Home Base Care,1301639.0
49933,LIMPOPO,CHARITIES,Mmamoseki Pre-School,93000.0
54156,LIMPOPO,CHARITIES,Tjiane Drop In Centre,177500.0
52686,LIMPOPO,CHARITIES,Mamokgasefoko Support Group,122500.0
52042,LIMPOPO,CHARITIES,Hitapfuneka Drop-In Centre,403412.0
59714,LIMPOPO,CHARITIES,Lehlabile Creche,258800.0
54221,LIMPOPO,CHARITIES,Mogoto Lehlabile Home Based Care,385004.0
59819,LIMPOPO,CHARITIES,Mabotsha Home Based Care Project,550115.0
57560,LIMPOPO,CHARITIES,Nwa-Makasani Early Learning Centre,330500.0
59815,LIMPOPO,CHARITIES,Pelo Le Diatla Home Community Based Care,181750.0
53508,LIMPOPO,CHARITIES,Hitekani Early Learning Centre,376616.0
57565,LIMPOPO,CHARITIES,Rekgonakayena Disability Project,43482.0
60206,LIMPOPO,CHARITIES,Ikgopoleng Drop In Centre,174455.0
53926,LIMPOPO,CHARITIES,Simunye Drop In Centre(RESUBMITTED),213425.0
55826,LIMPOPO,CHARITIES,Lobethal Primary School,150000.0
54275,LIMPOPO,CHARITIES,Ipopeng Monsterlus Creche,434852.0
50773,LIMPOPO,CHARITIES,Pfunano Thusano Community Project,201114.0
52170,LIMPOPO,CHARITIES,Lucas Community Creche,101000.0
51116,LIMPOPO,CHARITIES,Mapitsi Pre-School,118097.0
55826,LIMPOPO,CHARITIES,Lobethal Primary School,150000.0
54275,LIMPOPO,CHARITIES,Ipopeng Monsterlus Creche,434852.0
50773,LIMPOPO,CHARITIES,Pfunano Thusano Community Project,201114.0
52170,LIMPOPO,CHARITIES,Lucas Community Creche,101000.0
51116,LIMPOPO,CHARITIES,Mapitsi Pre-School,118097.0
57938,LIMPOPO,CHARITIES,Bambanani Home Based Care Project,287750.0
58203,LIMPOPO,CHARITIES,Jafta Lower Primary School,275000.0
49879,LIMPOPO,CHARITIES,Morwakola Drop In Centre,200000.0
59405,LIMPOPO,CHARITIES,Makhupe Educare Centre,16897.0
51630,LIMPOPO,CHARITIES,Kodumela Environmental Home Based Care,205000.0
54216,LIMPOPO,CHARITIES,Itsosheng Community Home Based Care,215056.0
55545,LIMPOPO,CHARITIES,SPCA Phalaborwa,403472.0
54492,LIMPOPO,CHARITIES,Kgotswane Senior Secondary School,150000.0
53268,LIMPOPO,CHARITIES,Mpopuleng Centre For Mentally Handicapped,60750.0
58964,LIMPOPO,CHARITIES,Muthusi Home Based Care & HIV/AIDS Project,194398.0
52940,LIMPOPO,CHARITIES,Ramongwana Primary School,355738.0
52062,LIMPOPO,CHARITIES,Domboni Home Based Care,191750.0
52464,LIMPOPO,CHARITIES,Thoma Home Based Care,684096.0
50014,LIMPOPO,CHARITIES,Tondani Home Based Care,192250.0
54559,LIMPOPO,CHARITIES,Marapong HIV/AIDS Care Group,223232.0
44421,LIMPOPO,CHARITIES,Mmankopana Primary School,236808.0
53621,LIMPOPO,CHARITIES,Lulekani Primary School,290000.0
55596,LIMPOPO,CHARITIES,Seopo School Committee,137100.0
53851,LIMPOPO,CHARITIES,Khupukani School,150000.0
52574,LIMPOPO,CHARITIES,Makotse Womens Club,545899.0
59433,LIMPOPO,CHARITIES,Blood River Advice office,350215.0
51252,LIMPOPO,CHARITIES,Matsila Primary School,201500.0
59119,LIMPOPO,CHARITIES,Pholosho Care Centre,332450.0
53564,LIMPOPO,CHARITIES,Madjadji School Governing Body,328000.0
55590,LIMPOPO,CHARITIES,Itsoseng Batsofe Project,309214.0
58836,LIMPOPO,CHARITIES,Mmamati Wa Tsie Drop In Centre,336650.0
51159,LIMPOPO,CHARITIES,FAMSA Limpopo,2087395.0
56097,LIMPOPO,CHARITIES,Mamphela Ramphele Creche,532450.0
61225,LIMPOPO,CHARITIES,Rihone Home Based Care (a/c No 2),534400.0
51707,LIMPOPO,CHARITIES,Dilonde Aids Awareness & Home Based Care,100000.0
59563,LIMPOPO,CHARITIES,Unity Day Care Centre,262540.0
59240,LIMPOPO,CHARITIES,Smokey Home Base Care,390000.0
58337,LIMPOPO,CHARITIES,Kgopodi Primary School,320000.0
57979,LIMPOPO,CHARITIES,Motheo Creche,300000.0
52245,LIMPOPO,CHARITIES,Makonde Home Based Care,99753.0
54332,LIMPOPO,CHARITIES,Tshembhani Primary School,395000.0
59183,LIMPOPO,CHARITIES,Rivoni School for The Blind,822696.0
57688,LIMPOPO,CHARITIES,Miluwani J/P School Committee,400000.0
52649,LIMPOPO,CHARITIES,Lebogang Aged Club,52386.0
57715,LIMPOPO,CHARITIES,Makumbane Primary School,380000.0
54023,LIMPOPO,CHARITIES,Dzwaboni Sec School,197686.0
58495,LIMPOPO,CHARITIES,Kawusime H P School,147000.0
54169,LIMPOPO,CHARITIES,Kgotlelelang Basadi Home Based Care,179500.0
