Date,Project Number,Name,Province,Sector,Amount
28-Nov-17,86709,TSHWARAGANANG KGOTHLELLE MUNSIEVILLE DISABLED PEOPLE ORGANISATION,GP,CHARITIES,153400
12-Jun-17,86716,BOKAMOSO EDU-CARE CENTRE,GP,CHARITIES,161500
15-Feb-18,86725,M M BOIKAGO EARLY LEARNING CENTRE,GP,CHARITIES,187798
16-Mar-18,86734,FAITH DAY CARE CENTRE,GP,CHARITIES,144000
18-Jan-18,86754,NAKA ISIZWE SETHU HEALTH CARE PROJECT,GP,CHARITIES,112000
23-Nov-17,86757,AUTISM SOUTH AFRICA,GP,CHARITIES,1858140
28-Nov-17,86761,HLALANATHI DAY CARE AND PRE -SCHOOL,GP,CHARITIES,136000
05-May-17,86770,LITTLE ANGELS DAY CARE CENTRE,GP,CHARITIES,256000
05-May-17,86771,LEHAE LA BANA DAY CARE CENTRE,GP,CHARITIES,122000
13-Jun-17,86773,VULAMEHLO,GP,CHARITIES,282500
08-Aug-17,86775,SIZANANI COMMUNITY DEVELOPMENT PROJECT,GP,CHARITIES,111500
14-Dec-17,86777,BASADI PELE FOUNDATION PROJECT,GP,CHARITIES,154000
12-Oct-17,86781,SEBUENG ITUMELENG,GP,CHARITIES,271500
12-Jun-17,86782,RATANDA THANDISIZWE DAY CARE,GP,CHARITIES,200000
28-Nov-17,86787,LOTSHA SUPPORT ORGANISATION,GP,CHARITIES,148000
23-Aug-17,86796,E.LESEGO EDUCARE,GP,CHARITIES,415000
28-Nov-17,86805,THUSANO DAY CARE CENTRE,GP,CHARITIES,130000
20-Dec-17,86807,BOKAMOSO CHILDREN'S PARADISE DAY CARE,GP,CHARITIES,133200
16-Jan-18,86811,FAR NORTH COMMUNITY CARE AND DEVELOPMENT,GP,CHARITIES,408800
25-Jan-18,86836,HELDERBERG HOSPICE,GP,CHARITIES,105000
05-Mar-18,86838,THEMBELISHA DAY CARE CENTRE,GP,CHARITIES,147545
20-Dec-17,86842,SUNSHINE DAY CARE AND PRE-SCHOOL,GP,CHARITIES,153150
12-Mar-18,86855,KAMOHELONG HOME BASED CARE,GP,CHARITIES,107000
14-Dec-17,86862,THE TOMORROW TRUST,GP,CHARITIES,405000
16-Mar-18,86863,THE EMMAUS COMMUNITY CENTRE,GP,CHARITIES,145599
16-Jan-18,86874,THE OPEN DOOR CRISIS CARE CENTRE,GP,CHARITIES,150000
26-Mar-18,86879,KHENSANI DAY CARE CENTRE,GP,CHARITIES,136500
26-Mar-18,86880,POSITIVE WOMEN'S NETWORK,GP,CHARITIES,150700
07-Jul-17,86906,CARE NET DEVELOPMENT AND SUPPORT ORGANISATION,GP,CHARITIES,183617
16-Jan-18,86916,TSHEPANG CRECHE,GP,CHARITIES,165600
08-Jun-17,86936,IKHWEZILOKUSA PSYCHIATRIC HOME,GP,CHARITIES,500000
16-Jan-18,86938,ARE AGANENG OLD AGE HOME,GP,CHARITIES,100000
21-Nov-17,86953,MPUMELELO DAY CARE & PRE-SCHOOL,GP,CHARITIES,80000
25-Jan-18,86961,GAUTENG PROVINCIAL ASSOCIATION FOR PERSONS WITH DISABILITIES,GP,CHARITIES,226000
26-Mar-18,86965,JABULANI KHAKIBOS KIDS,GP,CHARITIES,175000
12-Oct-17,86966,UXOLO NOKUZWANA DAY CARE,GP,CHARITIES,90000
15-Dec-17,86973,KATLEGO KA TSHEPO,GP,CHARITIES,154000
25-Jan-18,86975,SOUTH AFRICAN NATIONAL TURBERCULOSIS ASSOCIATION,GP,CHARITIES,2030000
09-Feb-18,86979,COUNTRY-WIDE UNCEDO LWABANTU PROJECTS AND HEALTH SERVICE PROVIDER,GP,CHARITIES,145000
15-Feb-18,86980,THUTO-BOHOLO PRE-SCHOOL,GP,CHARITIES,134700
16-Jan-18,86985,BEAUTIFUL HOPE DAY CARE CENTRE,GP,CHARITIES,100000
05-May-17,86994,SAKHI SIZWE DAY CARE CENTRE,GP,CHARITIES,106500
20-Dec-17,86995,IKUSASA-BOKAMOSO DAY CARE CENTRE AND PRE-SCHOOL,GP,CHARITIES,151378
05-May-17,87008,GIFT EDU-CARE PRE-SCHOOL,GP,CHARITIES,100889
16-Jan-18,87021,IKHWEZI CONGREGATION OUTREACH PROJECT,GP,CHARITIES,200400
28-Feb-18,87027,DINALEDI DAY CARE AND PRE-SCHOOL,GP,CHARITIES,138500
14-Dec-17,87031,YAKHA IKUSASA HEALTH DEVELOPMENT CENTRE,GP,CHARITIES,131000
20-Dec-17,87036,ENKOLWENI CRECHE,GP,CHARITIES,116438
15-Feb-18,87039,LESEDI PRE-SCHOOL,GP,CHARITIES,137000
05-May-17,87043,REBELEGENG DAY CARE CENTRE,GP,CHARITIES,542066
20-Jul-17,87044,SANCA VAAL TRIANGLE,GP,CHARITIES,702057
26-Mar-18,87047,SIZANANI HOME BASED CARE GIVER PROJECTS,GP,CHARITIES,147310
20-Dec-17,87054,EERSTERUST WELSYNSORGANISASIE VIR BEJAARDES,GP,CHARITIES,257260
27-Oct-17,87055,THUTO LESEDI PRE SCHOOL,GP,CHARITIES,134000
12-Mar-18,87059,CENTURUS COLLEGES NOW KNOWN AS THE IZZY TRUST,GP,CHARITIES,80000
25-Jan-18,87064,NEO DAY CARE CENTRE,GP,CHARITIES,120000
26-Apr-17,87066,KGOMOTSEHANG THUTO ITSILE PRE-SCHOOL & CRECHE,GP,CHARITIES,331500
16-Jan-18,87071,TSHEPONG CARE CENTRE,GP,CHARITIES,139000
20-Dec-17,87074,SECHABA DAY CARE CENTRE,GP,CHARITIES,125000
15-Dec-17,87079,NORTH GAUTENG MENTAL HEALTH SOCIETY,GP,CHARITIES,286800
28-Nov-17,87090,THABANG EDUCARE,GP,CHARITIES,135000
27-Oct-17,87092,TSHEPO DAY CARE AND PRE SCHOOL,GP,CHARITIES,50000
02-Mar-18,87093,"FLOWER FOUNDATION, PRETORIA HOMES FOR THE AGED",GP,CHARITIES,139470
17-May-17,87094,PALMRIDGE SENIOR CITIZENS CLUB,GP,CHARITIES,177500
03-May-17,87102,SIPHUTHANDO HOME BASED CARE,GP,CHARITIES,143730
27-Oct-17,87106,NALEDI YA MESO DAY CARE CENTRE,GP,CHARITIES,143000
21-Nov-17,87108,CMR: PRETORIA WEST - GEMEENSKAPS EN TRAUMASENTRUM,GP,CHARITIES,221229
05-May-17,87121,HUGG-A-BUNNY EARLY CHILDHOOD LEARNING,GP,CHARITIES,261500
20-Dec-17,87124,LEBENYA DAY CARE CENTRE,GP,CHARITIES,153000
20-Dec-17,87131,KAMOHELO RESIDENTIAL & DAY CARE CENTRE,GP,CHARITIES,125000
28-Nov-17,87135,TUTELA,GP,CHARITIES,115900
27-Oct-17,87137,THEKGANANG SUPPORT GROUP,GP,CHARITIES,168000
28-Sep-17,87160,"PRETORIASE VERENIGING VAN PERSONE MET SKISOFRENIE, HULLE FAMILIE EN VRIENDE",GP,CHARITIES,307000
20-Dec-17,87168,PHOLOSO KE MATLA EDU CARE CENTRE,GP,CHARITIES,163550
07-Mar-18,87172,LIFE LINE TRIANGLE,GP,CHARITIES,973695
16-Jan-18,87177,SOWETO ASSOCIATION OF PERSONS WITH DISABILITIES,GP,CHARITIES,320000
03-May-17,87197,TIQWA,GP,CHARITIES,267280
17-May-17,87202,THEMBELIHLE PRE-SCHOOL,GP,CHARITIES,220500
27-Oct-17,87214,ANN HARDING CHESHIRE HOME,GP,CHARITIES,296000
17-Aug-17,87226,SPCA BOKSBURG,GP,CHARITIES,1551688
18-Jan-18,87229,OPHANDWENI YOUTH DEVELOPMENT INITIATIVE,GP,CHARITIES,250000
16-Mar-18,87235,HEALING SIZABANTU H.B.C PROJECT,GP,CHARITIES,140000
05-May-17,87239,OSIZWENI DAY CARE SOUP KITCHEN,GP,CHARITIES,100000
16-Jan-18,87242,BOITEKANELO DAY CARE CENTRE & AFTER CARE CENTRE,GP,CHARITIES,135000
05-May-17,87252,REARABILWE EKURHULENI COMMUNITY CARE,GP,CHARITIES,248500
17-May-17,87258,LERATONG HOSPICE,GP,CHARITIES,323500
26-Apr-17,87261,KANYA FAMILY CENTRE,GP,CHARITIES,942189
27-Oct-17,87277,HLALEFANG CRECHE AND PRE SCHOOL,GP,CHARITIES,137460
16-Jan-18,87279,SCELUKUKHANYA HOME BASED CARE,GP,CHARITIES,379170
08-Jun-17,87282,VITA NOVA CENTRE,GP,CHARITIES,243500
25-Jan-18,87284,MALI MARTIN/POLOKEGONG CENTRE,GP,CHARITIES,133000
05-May-17,87289,MMATLOU PRE-SCHOOL,GP,CHARITIES,178000
29-Mar-18,87292,DIE GEESTEGESONDHEIDVERENIGING VIR DIE VAALDRIEHOEK (VAAL MENTAL HEALTH),GP,CHARITIES,79095
29-Jan-18,87297,IKAHENG CRECHE,GP,CHARITIES,139000
05-May-17,87305,PARKINSON ASSOCIATION SOUTH AFRICA,GP,CHARITIES,279000
16-Mar-18,87312,GOODHOPE CENTRE,GP,CHARITIES,140000
09-Feb-18,87321,MASCA EARLY LEARNING CENTRE,GP,CHARITIES,148000
05-May-17,87325,KHAYALABANTWANA BEBAMBISENE ORGANISATION,GP,CHARITIES,234000
23-Feb-18,87335,TSWELOPELE DAY CARE,GP,CHARITIES,149000
12-Jan-18,87337,MMAMERAFE EARLY LEARNING CENTRE,GP,CHARITIES,156650
14-Dec-17,87339,TSHEPONG DAY CARE,GP,CHARITIES,141000
02-Nov-17,87348,RESALETSE THUTO DAY CARE CENTRE,GP,CHARITIES,129998
23-Aug-17,87349,EBENEZER HOUSE OF HOPE,GP,CHARITIES,298600
16-Jan-18,87350,HLALEFANG DAY CARE CENTRE,GP,CHARITIES,136000
09-Feb-18,87360,MES (MOULD EMPOWER SERVE NPC),GP,CHARITIES,148000
26-Apr-17,87365,KGOTSO YA ME PRE-SCHOOL AND DAY CARE CENTRE,GP,CHARITIES,178000
05-Dec-17,87368,CHILD WELFARE SA VANDERBIJLPARK,GP,CHARITIES,92600
05-Dec-17,87371,THE CRADLE OF HOPE,GP,CHARITIES,138000
05-Dec-17,87372,REATLEHILE DAY CARE CENTRE,GP,CHARITIES,90000
15-Feb-18,87377,RATA SOCIAL SERVICES NPC,GP,CHARITIES,391480
18-Jan-18,87378,SPITSKOP SPECIAL NEEDS SCHOOL,GP,CHARITIES,302000
29-Aug-17,87380,RETINA SOUTH AFRICA (NORTHEN GAUTENG BRANCH),GP,CHARITIES,127900
28-Feb-18,87381,TRUE CRECHE AND PRE SCHOOL,GP,CHARITIES,200999
05-Dec-17,87386,JEUGLAND HOME FOR THE AGED,GP,CHARITIES,60000
08-Jun-17,87390,MAMELODI ASSOCIATION FOR PEOPLE WITH DISABILITIES,GP,CHARITIES,241000
05-Dec-17,87396,TLHALEFANG DAY CARE CENTRE,GP,CHARITIES,125000
18-Jan-18,87397,THE HOUSE OF MERCY,GP,CHARITIES,160000
05-Mar-18,87398,THE REMMELOS SELF HELP CENTRE,GP,CHARITIES,150000
20-Dec-17,87400,IMPUMELELO SELF-HELP CENTRE,GP,CHARITIES,560360
15-Feb-18,87402,NEO PRE - SCHOOL & CRECHE,GP,CHARITIES,133280
14-Dec-17,87406,THE FOUNDATION FOR CHILDREN WITH A HEARING LOSS IN SOUTHREN AFRICA,GP,CHARITIES,150000
12-Oct-17,87407,SONWABO PLAY GROUP,GP,CHARITIES,80000
26-Apr-17,87410,LESEDI DAY CARE CENTRE,GP,CHARITIES,183000
20-Dec-17,87412,VEREENINGING CHILD AND FAMILY,GP,CHARITIES,159000
16-Jan-18,87414,THEMBELIHLE ORPHANANGE AND DAY CARE CENTRE,GP,CHARITIES,240000
28-Feb-18,87415,AGAPE CRECHE & PRE SCHOOL,GP,CHARITIES,172000
26-Apr-17,87419,LUVUYO PRE-SCHOOL AND CRECHE,GP,CHARITIES,128055
16-Jan-18,87423,EKUPHOLENI MENTAL HEALTH & TRAUMA CENTRE,GP,CHARITIES,149000
16-Jan-18,87425,RETHABILE DAY CARE & PRE-SCHOOL,GP,CHARITIES,142890
11-May-17,87426,OTHANDWENI HOME,GP,CHARITIES,200000
16-Mar-18,87426,OTHANDWENI HOME,GP,CHARITIES,153280
21-Apr-17,87427,TSHEPO YA BANA,GP,CHARITIES,200000
16-Jan-18,87427,TSHEPO YA BANA,GP,CHARITIES,130500
20-Dec-17,87430,THE CHOSEN DAY CARE & PRE-SCHOOL,GP,CHARITIES,140400
26-Apr-17,87431,LINDOKUHLE SUPER DAY CARE 2,GP,CHARITIES,113260
05-Dec-17,87435,RORISANG DAY CARE AND PRE-SCHOOL,GP,CHARITIES,135000
28-Feb-18,87441,CANTSANE EDUCATION HOME BASED CARE,GP,CHARITIES,130300
30-Aug-17,87443,BOIKETLO EARLY LEARNING CENTRE,GP,CHARITIES,249000
29-Mar-18,87445,PRECIOUS PLACE OF HOPE,GP,CHARITIES,160000
16-Mar-18,87446,SEBOKENG OLD AGE HOME & MULTI PURPOSE CENTRE,GP,CHARITIES,307200
20-Dec-17,87452,ZIPHAKAMISE NURSERY AND PRE -SCHOOL,GP,CHARITIES,140000
30-Nov-17,87456,TSHEPANG PROGRAMME FOR ORPHANED AND VULNERABLE CHILDREN,GP,CHARITIES,159797.9
03-May-17,87458,ECCM SUKUMA COMMUNITY DEVELOPMENT CENTRE,GP,CHARITIES,100000
20-Dec-17,87460,EMTHONJENI AWARENESS CENTRE,GP,CHARITIES,160000
15-Dec-17,87462,THE LOVE ONE'S OF GOD,GP,CHARITIES,94500
12-Oct-17,87476,TSWELOPELE PRE SCHOOL AND CRECHE,GP,CHARITIES,202500
30-Nov-17,87478,SAVF PRETORIA STREEKKANTOR,GP,CHARITIES,94000
16-Mar-18,87482,PILLAR OF STRENGTH MINISTRIES,GP,CHARITIES,30000
09-Jan-18,87491,TAKALANE SESAME CRECHE,GP,CHARITIES,119419
23-Aug-17,87499,KITSO LESEDI COMMUNITY DEVELOPMENT,GP,CHARITIES,381000
16-Jan-18,87501,MASIBUMBANE CHRISTIANS CARE ORGANIZATION,GP,CHARITIES,141500
15-Dec-17,87507,THE GREATER BENONI CHILD WELFARE,GP,CHARITIES,465000
25-Jan-18,87514,UNITY EDU-CARE CENTRE,GP,CHARITIES,134000
12-Mar-18,87520,HEY DIDDLE DIDDLE,GP,CHARITIES,91775
20-Dec-17,87522,EKUTHOKOZENI EARLY LEARNING CENTRE,GP,CHARITIES,148000
16-Jan-18,87532,RATANG BANA FUTURE FOR CHILDREN,GP,CHARITIES,137887
29-Jan-18,87533,SOCIETY FOR THE CARE OF MENTALLY AND PHYSICALLY DISABLED PERSONS,GP,CHARITIES,1302553
14-Dec-17,87535,CENTRAL GAUTENG MENTAL HEALTH SOCIETY,GP,CHARITIES,92000
26-Mar-18,87536,BOKAMOSO KE BARONA,GP,CHARITIES,132000
16-Mar-18,87543,CHRISTELIK-MAATSKAPLIKE RAAD JOHANNESBURG,GP,CHARITIES,95000
08-Jun-17,87546,BATLOKOA DAY CARE,GP,CHARITIES,100000
20-Dec-17,87547,EKUKHANYENI RELIEF PROJECT,GP,CHARITIES,250000
20-Dec-17,87553,MUNSIEVILLE CARE FOR THE AGED,GP,CHARITIES,210000
29-Jan-18,87558,LETHABO DAY CARE,GP,CHARITIES,133000
20-Dec-17,87559,THE WOMEN'S CIVIC BENEVOLENT,GP,CHARITIES,645000
05-Mar-18,87566,ALL MY CHILDREN DAY & NIGHT CARE CENTRE,GP,CHARITIES,132000
12-Jan-18,87573,DIRA O DIRELWE DROP IN CENTRE,GP,CHARITIES,142000
23-Feb-18,87578,VUKA DEVELOPMENT CENTRE,GP,CHARITIES,123598
20-Dec-17,87589,TSOHANG YOUTH PROJECT,GP,CHARITIES,315000
19-Jan-18,87592,KUKANANG PROJECT CENTRE,GP,CHARITIES,112500
15-Dec-17,87596,SUNSHINE DAY CARE CENTRE,GP,CHARITIES,125897
08-Aug-17,87621,SENZOKUHLE DAY CARE CENTRE,GP,CHARITIES,135000
20-Dec-17,87628,HARMONIE PARK,GP,CHARITIES,240000
20-Dec-17,87633,LEAMOGETSWE SAFETY HOME,GP,CHARITIES,254000
25-Jan-18,87639,GERMISTON SPCA,GP,CHARITIES,300830.61
30-Nov-17,87642,POPI MPELEGELE NGWANA DAY CARE CENTER,GP,CHARITIES,100000
08-Jun-17,87653,UTLWANANG DAY CARE CENTRE,GP,CHARITIES,100000
29-Jan-18,87675,OGENE EARLY LEARNING CENTRE,GP,CHARITIES,146000
16-Jan-18,87679,MULTIPLE SCLEROSIS SOUTH AFRICA KWAZULU-NATAL BRANCH,GP,CHARITIES,369600
09-Jan-18,87680,BEREA-HILLBROW HOME OF HOPE,GP,CHARITIES,132000
16-Jan-18,87691,BOPHIRIMA FOR THE EARLY CENTRE,GP,CHARITIES,161544.88
26-Mar-18,87694,PHUMZILE DAY CARE CENTRE,GP,CHARITIES,142000
20-Dec-17,87695,HIV/AIDS LINK EDUCATIONAL DEVELOPMENT ORGANISATION,GP,CHARITIES,99000
16-Jan-18,87696,ROSE HAPPY TIME ELDERLY CARE PROJECTS,GP,CHARITIES,178000
20-Dec-17,87705,NEW HOPE CHILD CARE,GP,CHARITIES,128500
08-Jun-17,87707,VULINQONDO DAY CARE CENTRE,GP,CHARITIES,100000
16-Jan-18,87708,THE TOUGHEST YOUNG MINDS,GP,CHARITIES,100000
27-Oct-17,87712,KHUTSONG DAY CARE CENTRE,GP,CHARITIES,86096
25-Jan-18,87713,RATANANG SERVICE CENTRE FOR THE AGED,GP,CHARITIES,250000
25-Jan-18,87717,ITEKENG E C D CENTRE,GP,CHARITIES,154408
30-Nov-17,87730,REARABETSWE DAY CARE CENTRE,GP,CHARITIES,100000
16-Mar-18,87734,SAVF KOWA PIENAAR TEHUIS,GP,CHARITIES,140000
16-Jan-18,87738,DAISY'S CARE & PRE-SCHOOL,GP,CHARITIES,153500
20-Dec-17,87741,SAVF CLAREMONT COMMUNITY SERVICES,GP,CHARITIES,122000
27-Oct-17,87751,SOUTH AFRICAN RIDING FOR DISABLED ASSOCIATION HIGHVELD BRANCH,GP,CHARITIES,144240
16-Jan-18,87754,SANDRINGHAM GARDENS,GP,CHARITIES,196500
20-Dec-17,87757,KADIMAH OCCUPATIONAL CENTRE,GP,CHARITIES,74000
30-Nov-17,87759,M.E.T.T. CENTRE,GP,CHARITIES,89618
28-Feb-18,87762,LIZZY'S DAY CARE CENTRE,GP,CHARITIES,148397
16-Jan-18,87763,JEWISH COMMUNITY SERVICES,GP,CHARITIES,142000
05-Mar-18,87766,SOCIETY FOR THE JEWISH HANDICAPPED,GP,CHARITIES,125000
13-Sep-17,87769,BOITUMELO EDU-CARE,GP,CHARITIES,100000
12-Mar-18,87771,CLEAN TOUCH ADMINISTRATIVE SERVICES,GP,CHARITIES,135000
07-Mar-18,87772,ELDORADO PARK FAMILY CRISIS CENTRE,GP,CHARITIES,150000
25-Jan-18,87777,DIRA-O-DIRELWE MODIMOLLE HOME BASED CARE,GP,CHARITIES,56500
15-Feb-18,87793,SOS CHILDREN'S VILLAGE ASSOCIATION OF THE REPUBLIC OF S.A,GP,CHARITIES,100000
16-Jan-18,87801,MBALENHLE DAY CARE & PRE-SCHOOL,GP,CHARITIES,148000
12-Jan-18,87814,HOLY CROSS HOME,GP,CHARITIES,306000
05-Mar-18,87822,FAMILIES SOUTH AFRICA WEST RAND,GP,CHARITIES,140000
16-Mar-18,87824,HOPE DAY CARE AND PRESCHOOL,GP,CHARITIES,161919
16-Jan-18,87827,PHAPHAMANG DAY CARE CENTRE,GP,CHARITIES,147999
16-Mar-18,87830,TSHIMOLOGO CHILD DEVELOPMENT CENTRE,GP,CHARITIES,131900
16-Jan-18,87831,THUSANANG DAY CARE CENTRE,GP,CHARITIES,113998
12-Mar-18,87835,MASAKHANE PRE-SCHOOL AND DAY CARE,GP,CHARITIES,140400
16-Jan-18,87836,EPILEPSY SOUTH AFRICA - MPUMALANGA - LIMPOPO BRANCH,GP,CHARITIES,927790
30-Aug-17,87837,SOUTH AFRICAN NATIONAL AIDS COUNCIL TRUST,GP,CHARITIES,3500000
25-Jan-18,87842,ZENZELE DAY CARE CENTRE,GP,CHARITIES,142000
30-Nov-17,87850,TSHIMOLOGO NURSERY SCHOOL,GP,CHARITIES,137000
20-Dec-17,87853,SEDIBENG SA THUTO,GP,CHARITIES,149455
05-Mar-18,87856,ITSHOKOLELE PRE-SCHOOL & CRECHE,GP,CHARITIES,146998
14-Mar-18,87860,TATENI HOME CARE NURSING SERVICES,GP,CHARITIES,141000
20-Dec-17,87864,SUNSHINE EARLY LEARNING DAY-CARE CENTRE,GP,CHARITIES,146560
25-Jan-18,87871,MOTHEO WA THUTO DAY CARE CENTRE,GP,CHARITIES,145514
16-Jan-18,87883,SHINING STAR DAY CARE,GP,CHARITIES,145599
12-Oct-17,87886,ATTERIDGEVILLE SENIOR CITIZENS CARE FOR THE AGED,GP,CHARITIES,99000
14-Dec-17,87893,FOREST FARM CENTRE,GP,CHARITIES,330000
25-Jan-18,87900,BOKAMOSO DAY CARE,GP,CHARITIES,154895
20-Dec-17,87911,LITTLE VOICES CRECHE AND PRE-SCHOOL,GP,CHARITIES,152500
20-Dec-17,87912,SIBONGILE EARLY LEARNING CENTRE & PRE-SCHOOL,GP,CHARITIES,155300
23-Feb-18,87915,POLOKONG CHILDREN'S VILLAGE,GP,CHARITIES,132000
15-Dec-17,87923,HLALEFANG PRE-SCHOOL,GP,CHARITIES,116700
27-Oct-17,87939,SIZWILE PRE-SCHOOL,GP,CHARITIES,100000
30-Nov-17,87948,THUSANANG II DAY CARE CENTRE,GP,CHARITIES,100000
15-Dec-17,87952,RATANANG PRE SCHOOL,GP,CHARITIES,80000
12-Oct-17,87954,KANELANI COMMUNITY SERVICES,GP,CHARITIES,100000
16-Jan-18,88103,UMLAZI CHRISTIAN CARE SOCIETY,GP,CHARITIES,124000
29-Jan-18,88154,SIZANANI HOME BASED CARE,GP,CHARITIES,156600
12-Oct-17,88168,ZENZELENI CHILDRENS AND YOUTH VILLAGE ARTS & AGRICULTURE,GP,CHARITIES,123133
15-Dec-17,88183,REFUWE DAY CARE CENTRE,GP,CHARITIES,138000
15-Dec-17,88191,THUTO KE LERE DAY CARE CENTRE,GP,CHARITIES,139000
18-Jan-18,88211,SIYAPHAMBILI NGXONGWANE DEVELOPMENT ORGANISATION,GP,CHARITIES,140000
26-Mar-18,88220,TSOHANG CRECHE,GP,CHARITIES,136800
15-Dec-17,88224,LOFENTSE PRE-SCHOOL,GP,CHARITIES,134500
25-Jan-18,88230,TSHITSO PRE SCHOOL,GP,CHARITIES,148000
15-Dec-17,88233,LINDOKUHLE HOMEBASED CARE,GP,CHARITIES,153114
28-Feb-18,88236,LEBOHANG PRE-SCHOOL,GP,CHARITIES,140000
28-Feb-18,88241,SIPHESONKE DAY CARE CENTRE,GP,CHARITIES,165352
29-Jan-18,88247,ENTOKOZWENI PRE-SCHOOL AND CRECHE,GP,CHARITIES,140000
25-Jan-18,88282,KATLEHO DAY CARE CENTRE,GP,CHARITIES,140000
28-Nov-17,88301,BONGI DAY CARE,GP,CHARITIES,112600
29-Mar-18,88302,BEST IS GOOD ENOUGH DAY CARE AND PRE SCHOOL,GP,CHARITIES,139300
28-Feb-18,88310,WOMAN AGAINST RAPE,GP,CHARITIES,195000
16-Jan-18,88316,INKANYEZI HOME BASED CARE,GP,CHARITIES,134000
29-Jan-18,88325,TOP CITY CRECHE,GP,CHARITIES,98540
11-Jan-18,88329,HEAVENLY KIDZ,GP,CHARITIES,132000
12-Mar-18,88333,MMA-BANA PRE-SCHOOL,GP,CHARITIES,146000
16-Jan-18,88348,NQUBEKO CRECHE,GP,CHARITIES,143954
28-Feb-18,88363,MPHE SERITI ORPHANS AND VULNERABLE CHILDREN,GP,CHARITIES,112060
12-Apr-17,88372,RONALD MCDONALD HOUSE (RMHC) SOUTH AFRICA,GP,CHARITIES,244000
25-Jan-18,88388,SAVF SENATUS DIENSSENTRUM,GP,CHARITIES,142000
12-Oct-17,88395,ANIMAL ALLIES,GP,CHARITIES,80000
29-Jan-18,88400,DREAM TEAM FOUNDATION,GP,CHARITIES,107000
16-Mar-18,88410,ALEX OUTREACH CENTRE,GP,CHARITIES,68200
26-Mar-18,88427,MAKING IT HAPPEN CHILDRENS PROJECT,GP,CHARITIES,65000
28-Feb-18,88433,INSTITUTE FOR WOMEN'S DEVELOPMENT (NISSA),GP,CHARITIES,131000
28-Feb-18,88435,ACCOUNTANCY COMMUNITY THROUGH TIRISANO,GP,CHARITIES,140000
29-Jan-18,88440,NONCEDO DAY CARE CENTRE,GP,CHARITIES,144400
28-Feb-18,88443,LITTLE SPARROW NURSERY & PRE-SCHOOL,GP,CHARITIES,140000
15-Dec-17,88445,DODO'S CHILDHOOD DEVELOPMENT,GP,CHARITIES,140000
23-Feb-18,88448,JOY FOREVER PRE-SCHOOL & CRECHE,GP,CHARITIES,119500
25-Jan-18,88449,SEFATE DAY CARE CENTRE & PRE-SCHOOL,GP,CHARITIES,146000
21-Aug-17,88450,RAINBOW BAMBINO DAYCARE & PRE-SCHOOL,GP,CHARITIES,267297
16-Mar-18,88456,VUKANI CARE,GP,CHARITIES,142000
25-Jan-18,88458,BUHLE BEZWE EARLY CHILDHOOD DEVELOPMENT,GP,CHARITIES,138698
29-Jan-18,88466,MARY'S PRE-SCHOOL,GP,CHARITIES,115000
29-Jan-18,88483,CHILDREN OF TRUSTEES CRECHE,GP,CHARITIES,85900
12-Oct-17,88501,AHANANG PARISH BASED CARE ORGANISATION,GP,CHARITIES,304500
28-Feb-18,88516,EMPILWENI HIV & AIDS PROJECTS,GP,CHARITIES,213247
29-Jan-18,88536,BLESSING GALORE CHILD CARE MINISTRY,GP,CHARITIES,131617
20-Dec-17,88540,PROJECT LITERACY EDUCATION CENTRES,GP,CHARITIES,369360
14-Dec-17,88545,CHILD AND FAMILY WELFARE SOCIETY OF THE GREATER BOKSBURG,GP,CHARITIES,780970
16-Jan-18,88553,AMAKHUMBUZA COMMUNITY DEVELOPMENT,GP,CHARITIES,107400
02-Mar-18,88554,LAUDIUM MENTAL HEALTH SOCIETY,GP,CHARITIES,147000
16-Jan-18,88572,ISIBONELO ESIHLE EARLY CHILDHOOD DEVELOPMENT CENTRE,GP,CHARITIES,131401
16-Jan-18,88591,QHUBEKA THE MOTIVE POWER MOVEMENT,GP,CHARITIES,940500
16-Jan-18,88596,ST. FRANCIS CARE CENTRE,GP,CHARITIES,483194
20-Dec-17,88599,WITKOPPEN HEALTH AND WELFARE CENTRE,GP,CHARITIES,277168
16-Jan-18,88604,TSHWARANANG LEGAL ADVOCACY CENTRE AND VIOLENCE AGAINST WOMEN,GP,CHARITIES,549956
25-Jan-18,88608,PEOPLE FOR AWARENESS ON DISABILITY ISSUES,GP,CHARITIES,131000
29-Jan-18,88614,UNCEDO DAY CARE CENTRE,GP,CHARITIES,150000
25-Jan-18,88617,KGATELOPELE RAHABILITATION CENTRE,GP,CHARITIES,179287
16-Jan-18,88623,ZENITH PRE-SCHOOL AND DAY CARE CENTRE,GP,CHARITIES,172199
16-Jan-18,88629,KGATELOPELE CENTRE FOR DESTITUTE CHILDREN,GP,CHARITIES,117000
16-Jan-18,88646,RURAL INSTITUTE FOR EDUCATION AND TRAINING,GP,CHARITIES,137921
21-Nov-17,88650,LEBOHANG CRECHE,GP,CHARITIES,138000
12-Oct-17,88653,GIRLS AND BOYS TOWN SOUTH AFRICA,GP,CHARITIES,1375004
28-Sep-17,88656,KUHLE SIYAPHUMELELA COMMUNITY HOME BASED CARE,GP,CHARITIES,505200
21-Aug-17,88678,THATHEZAKHO AFTER CARE CENTRE,GP,CHARITIES,150000
02-Oct-17,88680,MMANKONE DAY CARE CENTRE,GP,CHARITIES,247500
